Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
CIN,Reds,0,0,0,1,0,0,,1.85461,8,2,1,1,0,1,1,0.0,0,5.6153,1.52712,6.13055,4.43573,1.38208,1.52693,0.153641,0.111166,0.04247467964887619,,0.26588,0.284491,0.655756,5.64051,7.524128746986389,4.056982687511253,8.273059964179993,4.460803659276008,-0.0185858,0.00347987,0,999.0,18.0,NL,Dylan Simmons,687535,sa3023468,sa3023468
ATH,Athletics,0,0,1,1,0,0,,3.36761,14,3,2,2,1,2,1,0.0,0,5.76784,1.41175,5.37676,3.98702,1.34857,1.53213,0.145037,0.107549,0.03748786449432373,,0.266914,0.279026,0.606587,5.65368,5.820283842086792,1.7283150025242902,4.838029623031616,1.43663769792102,-0.0186163,-0.000627688,0,999.0,10.0,AL,Grant Judkins,680420,sa3015004,sa3015004
COL,Rockies,1,1,0,19,0,1,,19.0,87,20,12,11,2,17,11,,1,5.12297,1.58758,8.0725,5.07391,1.59098,1.12964,0.199321,0.125282,0.07403913140296936,,0.263691,0.314072,0.684114,4.85639,66.0,3.473684210526316,71.0,3.736842105263158,-0.0186482,-0.0275025,0,999.0,19.0,NL,Juan Mejia,675848,sa3003159,sa3003159
LAD,Dodgers,0,0,0,1,0,0,,0.817041,6,1,1,0,0,1,1,0.0,0,5.19612,2.33929,10.64,6.93302,1.53469,2.28061,0.16889,0.110048,0.05884159356355667,,0.255123,0.279063,0.861012,6.64681,2.4461032509803764,2.993856258461957,3.0852048993110657,3.7760711829060996,-0.0186934,-0.0579494,0,999.0,22.0,NL,Noah Ruen,815125,sa3022913,sa3022913
ARI,Diamondbacks,0,0,1,1,0,0,,3.53858,17,4,2,2,1,3,2,0.0,0,5.56147,1.68964,7.04878,5.31877,1.32526,1.44777,0.164301,0.123976,0.04032500833272934,,0.266711,0.295348,0.692907,5.63394,3.485507440567021,0.985001154502639,4.692910432815552,1.326212114913405,-0.018729,0.0240001,0,999.0,15.0,NL,Luke Albright,681475,sa3017592,sa3017592
BAL,Orioles,0,0,1,1,0,0,,3.52884,15,4,2,2,1,2,2,0.0,0,5.78752,1.48548,5.33127,4.25875,1.25184,1.52386,0.138275,0.110458,0.02781768888235092,,0.269094,0.280976,0.627282,5.74925,1.413409423828126,0.4005309902882398,2.644195556640625,0.7493103179888094,-0.0187377,0.0119119,0,999.0,2.0,AL,Riley Cooper,694855,sa3023503,sa3023503
KCR,Royals,1,1,0,11,0,1,,11.0,51,11,6,6,1,11,7,,1,4.71908,1.59677,8.79928,5.66631,1.55291,1.10145,0.210876,0.135794,0.07508194446563721,,0.244858,0.296432,0.71843,4.86133,42.50000000000001,3.863636363636364,44.0,4.0,-0.0187391,-0.00747145,0,999.0,7.0,AL,Eric Cerantola,672021,sa3017914,sa3017914
DET,Tigers,0,0,0,1,0,0,,1.35785,6,1,1,1,0,1,1,0.0,0,5.37875,1.66419,6.7297,5.15102,1.30648,1.39768,0.156717,0.119954,0.03676319122314453,,0.263544,0.289067,0.699101,5.57485,6.448097610473633,4.7487518699826525,5.789255142211914,4.263542186106292,-0.018858,-0.0314296,0,999.0,6.0,AL,Moises Rodriguez,685481,sa3017389,sa3017389
SFG,Giants,0,0,0,1,0,0,,1.78919,8,2,1,1,0,1,1,0.0,0,5.11774,1.44102,6.79505,4.17921,1.62592,1.36119,0.174766,0.107488,0.06727844476699829,,0.256556,0.284571,0.667012,5.16246,7.040013456344606,3.9347467242932197,7.945955038070679,4.441088181337616,-0.0189572,-0.00848333,0,999.0,30.0,NL,Sadrac Franco,677614,sa3005073,sa3005073
TBR,Rays,0,0,1,1,0,0,,5.0,20,5,4,3,1,3,2,0.0,0,5.88446,1.39293,4.83938,3.73446,1.29587,1.43321,0.134427,0.103735,0.0306922048330307,,0.276249,0.287956,0.580185,5.54048,11.7,2.34,12.0,2.4,-0.0189818,-0.0938427,0,999.0,12.0,AL,Janzen Keisel,701651,sa3035165,sa3035165
TBR,Rays,0,0,0,1,0,0,,1.0,6,2,1,1,0,1,1,0.0,0,5.12334,2.1662,9.95135,5.85673,1.69913,2.0083,0.170109,0.100115,0.06999354064464569,,0.262315,0.290513,0.833124,6.02425,1.2000000000000002,1.2000000000000002,4.0,4.0,-0.0190101,-0.0522444,0,999.0,12.0,AL,Ryan Schiefer,700987,sa3041702,sa3041702
CLE,Guardians,1,1,0,18,0,1,,18.0,78,18,10,10,3,14,6,,1,4.67723,1.32572,6.8935,2.88781,2.3871,1.30069,0.180728,0.0757103,0.10501810908317566,,0.259404,0.290336,0.674835,4.60663,60.500000000000014,3.361111111111112,62.0,3.4444444444444446,-0.019021,-0.0352917,0,999.0,5.0,AL,Kolby Allard,663465,18694,18694
LAA,Angels,0,0,0,1,0,0,,1.62547,7,2,1,1,0,1,1,0.0,0,5.7544,1.47371,5.10589,4.18872,1.21896,1.3793,0.135153,0.110876,0.024277426302433014,,0.27368,0.288511,0.615787,5.56441,5.828448319435121,3.585709180304762,7.12732994556427,4.384791803274961,-0.0190213,-0.014772,0,999.0,1.0,AL,Sam Ryan,687857,sa3010627,sa3010627
CHW,White Sox,0,0,1,1,0,0,,4.08389,18,4,3,3,1,2,2,0.0,0,6.17716,1.60455,5.22991,4.75821,1.09913,1.56465,0.131132,0.119305,0.011827178299427032,,0.279383,0.291357,0.628071,6.00612,5.520778656005861,1.3518434623895565,5.419445037841797,1.3270304427466941,-0.0190228,-0.0432454,0,999.0,4.0,AL,Jake Bockenstedt,804728,sa3023007,sa3023007
TOR,Blue Jays,0,0,0,1,0,0,,1.0742,6,1,1,1,0,1,1,0.0,0,5.58969,1.83712,7.31358,5.10443,1.43279,1.83315,0.151667,0.105854,0.04581262171268463,,0.268469,0.287091,0.746648,6.07174,4.3490723133087155,4.048665536052799,4.370994806289673,4.069073760014667,-0.019026,-0.045887,0,999.0,14.0,AL,Bennett Flynn,801720,sa3025522,sa3025522
COL,Rockies,0,0,0,1,0,0,,1.55018,7,2,1,1,0,1,1,0.0,0,6.40007,1.66285,4.85507,4.63366,1.04778,1.35017,0.122863,0.11726,0.005603007972240448,,0.300155,0.318312,0.609952,5.73577,5.271368741989137,3.4004772724231684,6.750924825668335,4.354915689100511,-0.0190311,-0.00705037,0,999.0,19.0,NL,Jake Madden,802409,sa3020866,sa3020866
PIT,Pirates,0,0,1,1,0,0,,3.56766,16,4,3,2,0,2,2,0.0,0,6.07797,1.70105,4.925,5.33933,0.922401,1.22487,0.121377,0.131588,-0.010211057960987091,,0.286949,0.305827,0.637824,5.78497,14.000705862045288,3.924335353778633,15.838314771652222,4.439408928028811,-0.019042,-0.0633125,0,999.0,27.0,NL,J.P. Massey,685364,sa3020803,sa3020803
BOS,Red Sox,0,0,0,1,0,0,,1.38956,7,2,1,1,0,1,1,0.0,0,5.73084,1.79225,7.16346,5.60521,1.278,1.40045,0.162013,0.126771,0.03524227440357208,,0.276383,0.309126,0.696626,5.64213,4.082765936851502,2.938165481762578,5.9478148221969604,4.280349271252029,-0.0190607,-0.0233345,0,999.0,3.0,AL,Jeremy Wu-Yelland,695026,sa3014520,sa3014520
CLE,Guardians,0,0,0,1,0,0,,1.23109,6,1,1,1,0,1,1,0.0,0,5.53106,1.63541,6.54351,5.55939,1.17702,1.38146,0.158125,0.134344,0.023781418800354004,,0.259343,0.283942,0.678749,5.72935,5.510036516189576,4.475752665463231,5.15543007850647,4.187709073739787,-0.0190899,-0.0379093,0,999.0,5.0,AL,Allan Hernandez,687198,sa3011399,sa3011399
ARI,Diamondbacks,0,0,1,1,0,0,,4.08174,18,5,3,3,1,2,2,0.0,0,5.8579,1.66494,4.86916,4.68674,1.03892,1.20338,0.119407,0.114933,0.004473641514778137,,0.289104,0.307793,0.645604,5.54216,2.904875278472897,0.7116757431546076,5.4086995124816895,1.3250965621728619,-0.0191073,-0.0366657,0,999.0,15.0,NL,Adonys Perez,806583,sa3020114,sa3020114
SFG,Giants,0,0,0,1,0,0,,1.67431,8,2,1,1,0,1,1,0.0,0,5.27903,1.56638,7.26139,4.4682,1.62513,1.40505,0.175952,0.10827,0.0676824301481247,,0.265029,0.297264,0.686837,5.22789,6.1898646593093885,3.696973271170716,7.371530175209045,4.4027376243823735,-0.0191476,-0.0145422,0,999.0,30.0,NL,Cody Tucker,688398,sa3022524,sa3022524
CIN,Reds,0,0,1,1,0,0,,3.4909,17,3,2,2,1,3,3,0.0,0,5.86911,1.7578,7.39146,6.85227,1.07869,1.54518,0.172068,0.159516,0.012551799416542053,,0.252303,0.278971,0.689016,6.22665,2.7326602935791025,0.7827953428982151,1.4545001983642578,0.41665478295980246,-0.0191947,0.0302298,0,999.0,18.0,NL,Hunter Parks,688609,sa3017640,sa3017640
TOR,Blue Jays,0,0,0,1,0,0,,1.28937,6,1,1,1,0,1,1,0.0,0,5.8511,1.59349,5.06405,4.78312,1.05873,1.33722,0.127467,0.120396,0.007071301341056824,,0.277225,0.292802,0.637625,5.72264,5.9413305044174205,4.607936567372205,5.446844935417175,4.224426824270057,-0.0192595,-0.0350637,0,999.0,14.0,AL,Chay Yeager,807410,sa3023254,sa3023254
STL,Cardinals,1,1,0,13,0,1,,13.0,58,12,7,6,2,14,7,,1,4.41589,1.44956,9.47888,4.87435,1.94465,1.31432,0.232063,0.119334,0.11272874474525452,,0.230232,0.277625,0.733797,4.7428,48.39999999999999,3.7230769230769223,47.0,3.6153846153846154,-0.0193158,-0.0153228,0,999.0,28.0,NL,Andre Granillo,701552,sa3016913,sa3016913
PHI,Phillies,0,0,1,1,0,0,,2.2,15,4,1,1,1,3,2,0.0,0,5.13128,2.32158,10.8333,6.41596,1.6885,2.241,0.171958,0.101841,0.07011688500642776,,0.259084,0.285863,0.861064,6.36862,-6.419999647140502,-2.9181815945412546,-1.999999761581421,-0.9090907810148157,-0.0193167,0.0383882,0,999.0,26.0,NL,Alex McFarlane,686934,sa3020633,sa3020633
PIT,Pirates,0,0,0,1,0,0,,1.66753,8,2,1,1,0,1,1,0.0,0,5.45967,1.62574,6.55302,5.25661,1.24662,1.24349,0.160294,0.128582,0.03171151876449585,,0.266842,0.297458,0.672459,5.42239,6.13972156047821,3.6819258299194573,7.337649703025818,4.400310617728945,-0.0193486,-0.01022,0,999.0,27.0,NL,Valentin Linarez,679066,sa3006557,sa3006557
MIL,Brewers,0,0,1,1,0,0,,3.17815,14,3,2,2,1,2,2,0.0,0,5.57657,1.53653,6.24337,5.10857,1.22214,1.59858,0.155063,0.126879,0.028184503316879272,,0.251497,0.265423,0.667597,5.95154,1.4183254241943368,0.44627361641321617,0.8907604217529297,0.28027621023521443,-0.0193957,-0.000712518,0,999.0,23.0,NL,Josh Timmerman,803024,sa3023098,sa3023098
ATL,Braves,0,0,0,1,0,0,,1.35248,7,1,1,1,0,1,1,0.0,0,5.33187,1.74625,7.77115,6.07717,1.27875,1.28881,0.177378,0.138713,0.03866554796695709,,0.259164,0.296814,0.711094,5.50729,6.4083815097808845,4.7382309643207,5.762419939041138,4.260619712311305,-0.0194303,-0.0280393,0,999.0,16.0,NL,LJ McDonough,690229,sa3023172,sa3023172
ATH,Athletics,0,0,0,1,0,0,,1.64922,7,2,1,1,0,1,1,0.0,0,5.10498,1.52405,7.5403,5.05803,1.49076,1.33188,0.18768,0.125896,0.06178435683250427,,0.249961,0.284339,0.686873,5.26046,6.004242920875551,3.640651689952719,7.2461100816726685,4.393653498379471,-0.0195299,-0.0193012,0,999.0,10.0,AL,Garrett Irvin,687868,sa3020176,sa3020176
ATH,Athletics,0,0,0,1,0,0,,1.83287,8,2,1,1,0,1,1,0.0,0,5.16309,1.45347,6.1713,3.52825,1.74911,1.42695,0.154873,0.0885439,0.06632916629314423,,0.266152,0.287192,0.671449,5.17442,7.363245105743409,4.017328696613178,8.164354801177979,4.454407854292448,-0.0195359,-0.00972812,0,999.0,10.0,AL,Micah Dallas,690921,sa3020391,sa3020391
TEX,Rangers,0,0,0,1,0,0,,1.46293,7,2,1,1,0,1,1,0.0,0,5.51807,1.64344,7.47771,5.37308,1.3917,1.54202,0.176523,0.12684,0.049682989716529846,,0.258154,0.286793,0.693789,5.69206,4.62570378780365,3.1619383552976132,6.314664721488953,4.316441670209293,-0.0195741,-0.0249057,0,999.0,13.0,AL,Gavin Collyer,686560,sa3011742,sa3011742
STL,Cardinals,0,0,0,1,0,0,,1.2,8,2,1,1,0,1,1,0.0,0,5.05682,2.17661,10.2752,5.28103,1.94568,2.12564,0.171253,0.0880172,0.08323574811220169,,0.26459,0.292314,0.846678,5.92746,2.680000352859497,2.2333335386382127,5.000000238418579,4.1666666997803565,-0.0197427,-0.0385202,0,999.0,28.0,NL,Johnfrank Salazar,692564,sa3015643,sa3015643
MIA,Marlins,0,0,1,1,0,0,,3.05864,15,3,2,2,0,2,2,0.0,0,5.90006,1.74971,5.92888,5.59219,1.06021,1.40568,0.138313,0.130459,0.00785452127456665,,0.276289,0.297389,0.675153,5.91605,12.833906030654909,4.195957361412548,13.293179750442505,4.346113747227051,-0.0197941,-0.00363819,0,999.0,20.0,NL,Liomar Martinez,801737,sa3019612,sa3019612
SFG,Giants,0,0,0,1,0,0,,1.1,7,2,1,1,0,1,1,0.0,0,5.1246,2.13126,9.00686,5.44428,1.65437,1.8532,0.157263,0.0950589,0.06220385432243347,,0.268285,0.294569,0.818972,5.86491,1.9400001764297494,1.7636364858012537,4.5000001192092896,4.090909110613105,-0.0198841,-0.044094,0,999.0,30.0,NL,Ben Peterson,803292,sa3067064,sa3067064
ATL,Braves,2,2,0,32,0,1,,32.0,141,31,17,16,4,30,13,,2,4.35624,1.35794,8.3953,3.57452,2.34865,1.24627,0.213388,0.0908556,0.1225326657295227,,0.244648,0.287932,0.712391,4.43383,126.00000000000003,3.937500000000001,127.0,3.96875,-0.0199469,-0.0168918,0,999.0,16.0,NL,Amos Willingham,686294,26128,26128
PIT,Pirates,0,0,0,1,0,0,,1.72019,8,2,1,1,0,1,1,0.0,0,5.26093,1.55019,6.83159,5.19955,1.31388,1.33318,0.169645,0.129118,0.04052756726741791,,0.253058,0.2808,0.678978,5.46881,6.529406356811523,3.7957470824670825,7.600950241088867,4.418668884268884,-0.0199665,-0.00743158,0,999.0,27.0,NL,Randy Labaut,665178,sa3010615,sa3010615
BAL,Orioles,0,0,0,1,0,0,,1.0,6,1,1,1,0,1,1,0.0,0,5.35416,2.02689,9.36106,5.96201,1.57012,2.02691,0.173353,0.110408,0.06294532865285873,,0.258956,0.284545,0.804586,6.20689,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.019981,-0.0508228,0,999.0,2.0,AL,Michael Caldon,828511,sa3067147,sa3067147
CHW,White Sox,0,0,0,1,0,0,,1.64285,8,2,1,1,0,2,1,0.0,0,5.24552,1.79663,8.55676,6.47012,1.32251,1.45027,0.186556,0.141062,0.04549333453178406,,0.249815,0.286235,0.738398,5.70657,7.95708236694336,4.843465540341288,9.214244842529297,5.608698680871122,-0.0199865,-0.0150803,0,999.0,4.0,AL,Joseph Yabbour,691634,sa3021980,sa3021980
ATL,Braves,0,0,1,1,0,0,,2.17248,10,3,2,1,0,1,1,0.0,0,6.11409,1.70742,5.01625,4.84715,1.03489,1.50826,0.119013,0.115001,0.004012018442153931,,0.285751,0.297509,0.655506,6.00864,7.276352787017822,3.3493299965035277,9.862400531768799,4.539696590511764,-0.0200255,-0.0586766,0,999.0,16.0,NL,Anthony Garcia,805817,sa3019661,sa3019661
CIN,Reds,0,0,0,1,0,0,,1.83943,8,2,1,1,0,1,1,0.0,0,5.59626,1.54867,6.87265,4.7842,1.43653,1.64254,0.1687,0.117436,0.05126422643661499,,0.257999,0.278558,0.672399,5.76473,7.411766815185547,4.029386866309273,8.197139739990234,4.456352720372464,-0.0200912,0.00266251,0,999.0,18.0,NL,Brooks Crawford,663883,sa3011554,sa3011554
BOS,Red Sox,0,0,1,1,0,0,,2.2,15,4,1,1,1,3,2,0.0,0,5.40182,2.38996,10.7171,6.22104,1.72272,2.22696,0.170113,0.0987467,0.07136649638414383,,0.272603,0.302776,0.848727,6.30704,-6.419999647140502,-2.9181815945412546,-1.999999761581421,-0.9090907810148157,-0.0201138,0.0416711,0,999.0,3.0,AL,Shea Sprague,801873,sa3042868,sa3042868
PHI,Phillies,0,0,0,1,0,0,,1.0,7,2,1,1,0,1,1,0.0,0,5.26674,2.34747,11.4642,6.78429,1.68981,2.34409,0.181971,0.107687,0.07428400963544846,,0.258422,0.287786,0.86155,6.50415,1.2000000000000002,1.2000000000000002,4.0,4.0,-0.0202427,-0.0465727,0,999.0,26.0,NL,Erik Ritchie,804116,sa3040800,sa3040800
CIN,Reds,0,0,0,1,0,0,,1.73801,8,2,1,1,0,1,1,0.0,0,5.81844,1.62574,6.33177,5.1658,1.22571,1.47505,0.155205,0.126624,0.028580471873283386,,0.269355,0.292319,0.658624,5.77455,6.661274361610412,3.8327018684130474,7.69005024433136,4.424629333615008,-0.0202784,-0.00277367,0,999.0,18.0,NL,Donovan Benoit,687630,sa3017464,sa3017464
BOS,Red Sox,0,0,0,1,0,0,,1.2,8,2,1,1,0,2,1,0.0,0,5.23975,2.37445,11.2672,6.29596,1.78959,2.13286,0.178844,0.099936,0.07890809327363968,,0.269149,0.303739,0.851124,6.07469,4.680000352859497,3.9000001390774988,7.000000238418579,5.8333333002196435,-0.0202852,-0.0330385,0,999.0,3.0,AL,Payton Tolle,801139,sa3043900,sa3043900
STL,Cardinals,0,0,1,1,0,0,,2.28459,11,2,2,1,0,2,2,0.0,0,5.75413,1.78026,6.66804,6.28756,1.06051,1.44639,0.152146,0.143465,0.008681371808052063,,0.263168,0.28703,0.69567,6.05253,9.705973100662234,4.248451154940444,9.422954797744751,4.124569765261234,-0.0202995,-0.057175,0,999.0,28.0,NL,Edwin Nuñez,695835,sa3014813,sa3014813
HOU,Astros,0,0,1,1,0,0,,2.5629,12,2,2,2,0,2,2,0.0,0,5.70709,1.65377,7.55728,6.39652,1.18147,1.54083,0.182764,0.154692,0.028071478009223938,,0.246577,0.27432,0.679713,6.02243,11.765437555313113,4.590679105366923,10.81448483467102,4.219633084824145,-0.0203077,-0.0434654,0,999.0,21.0,AL,Colby Langford,815308,sa3022800,sa3022800
NYM,Mets,0,0,0,1,0,0,,1.73082,8,2,1,1,0,1,1,0.0,0,5.05585,1.54696,6.84859,4.94663,1.3845,1.36237,0.165711,0.11969,0.04602058231830597,,0.250046,0.274995,0.699153,5.42285,6.608067560195923,3.817882730211162,7.654099702835083,4.422239150034058,-0.0203276,-0.0132602,0,999.0,25.0,NL,Carlos Guzman,664346,sa871477,sa871477
BAL,Orioles,0,0,0,1,0,0,,1.45151,6,1,1,1,0,1,1,0.0,0,5.59715,1.51665,6.38436,5.07648,1.25763,1.34965,0.165953,0.131956,0.03399635851383209,,0.260369,0.286726,0.640844,5.54495,7.1411665916442875,4.9198224724748565,6.257544994354248,4.311061797909683,-0.0203415,-0.0280822,0,999.0,2.0,AL,Zane Barnhart,813829,sa3023226,sa3023226
NYY,Yankees,0,0,0,1,0,0,,1.1,7,2,1,1,0,1,1,0.0,0,5.2205,2.09091,9.81097,5.80671,1.68959,2.2247,0.171303,0.101387,0.06991570442914963,,0.255986,0.278058,0.83524,6.34763,1.9400001764297494,1.7636364858012537,4.5000001192092896,4.090909110613105,-0.0204488,-0.0433027,0,999.0,9.0,AL,Jack Sokol,694662,sa3067081,sa3067081
CLE,Guardians,0,0,0,1,0,0,,1.57306,7,1,1,1,0,1,1,0.0,0,5.48384,1.49485,6.68265,4.90888,1.36134,1.42437,0.172378,0.126624,0.04575428366661072,,0.255871,0.281574,0.651345,5.52964,8.040658378601075,5.111469649433911,6.865309715270996,4.364297124842753,-0.0204554,-0.0204359,0,999.0,5.0,AL,Steven Perez,682897,sa3008362,sa3008362
KCR,Royals,0,0,1,1,0,0,,2.80708,13,3,2,2,0,2,2,0.0,0,6.19311,1.73834,5.47655,5.74589,0.953125,1.35917,0.13248,0.138996,-0.006515413522720337,,0.282175,0.302345,0.646245,5.99835,10.972385168075562,3.908826530356574,12.035395383834839,4.287515618440117,-0.0204808,-0.0183871,0,999.0,7.0,AL,Josh Hansell,700985,sa3023158,sa3023158
STL,Cardinals,0,0,0,1,0,0,,1.59085,7,2,1,1,0,1,1,0.0,0,5.37057,1.46991,6.61199,4.73698,1.39582,1.42333,0.170937,0.122463,0.04847381263971329,,0.253598,0.277739,0.655306,5.48443,5.5722899675369275,3.502712375712973,6.954249978065491,4.371405221889189,-0.0206108,-0.0183824,0,999.0,28.0,NL,Tanner Jacobson,805374,sa3020454,sa3020454
TEX,Rangers,0,0,0,1,0,0,,1.96145,9,2,1,1,0,1,1,0.0,0,5.56382,1.49571,5.93886,3.94417,1.50573,1.46651,0.151015,0.100293,0.0507214218378067,,0.27234,0.29232,0.647294,5.42507,8.314729857444764,4.239073103625994,8.807249903678894,4.490173081229999,-0.0207042,0.00118125,0,999.0,13.0,AL,Nick Lockhart,686957,sa3011743,sa3011743
MIL,Brewers,1,1,0,21,0,1,,21.0,91,23,12,11,3,14,6,,1,4.69473,1.34184,6.02357,2.43649,2.47223,1.29578,0.154451,0.0624741,0.09197643026709557,,0.266449,0.289125,0.677118,4.63967,69.7,3.3190476190476192,77.0,3.6666666666666665,-0.0207308,-0.0398644,0,750.489990234375,23.0,NL,Connor Thomas,671162,25873,25873
SEA,Mariners,0,0,1,1,0,0,,2.88319,14,3,2,2,0,2,2,0.0,0,5.50843,1.67542,5.82127,4.98475,1.16782,1.41252,0.135125,0.115707,0.019417494535446167,,0.268484,0.285928,0.69172,5.74126,11.535621261596681,4.0009895324429445,12.415960311889648,4.306324394376111,-0.0207484,-0.0343236,0,999.0,11.0,AL,Shaddon Peavyhouse,685097,sa3020802,sa3020802
STL,Cardinals,0,0,0,1,0,0,,1.31909,6,1,1,1,0,1,1,0.0,0,5.79837,1.68988,6.16374,5.68401,1.0844,1.26183,0.150096,0.138414,0.011681988835334778,,0.273121,0.301036,0.660289,5.68303,6.161251068115234,4.670841635554424,5.595439910888672,4.241900454320674,-0.0207753,-0.0324436,0,999.0,28.0,NL,Nathanael Heredia,678975,sa3009986,sa3009986
LAD,Dodgers,0,0,0,1,0,0,,2.0,9,2,1,1,0,2,1,0.0,0,5.35134,1.48464,7.16153,4.02588,1.77888,1.64754,0.176828,0.0994043,0.07742366194725037,,0.259141,0.282481,0.679946,5.44603,10.600000000000001,5.300000000000001,11.0,5.5,-0.0207807,0.00306123,0,999.0,22.0,NL,Cody Morse,701808,sa3067028,sa3067028
MIL,Brewers,0,0,1,1,0,0,,2.93888,13,3,2,2,1,2,2,0.0,0,5.82141,1.53259,5.55552,4.71382,1.17856,1.6617,0.139134,0.118054,0.021079711616039276,,0.261283,0.269421,0.648391,6.05878,-0.3522723674774175,-0.11986611030729179,-0.3055894374847412,-0.10398152283300335,-0.0207971,-0.0151745,0,999.0,23.0,NL,Stiven Cruz,691602,sa3015938,sa3015938
STL,Cardinals,0,0,0,9,0,1,,9.0,38,9,6,5,1,6,3,,0,5.14997,1.32414,5.68932,2.86138,1.98831,1.37594,0.154182,0.0775442,0.07663791626691818,,0.269063,0.288808,0.62981,4.97059,37.90000000000001,4.211111111111112,39.0,4.333333333333333,-0.0208255,-0.0462122,0,999.0,28.0,NL,Max Rajcic,691008,sa3020746,sa3020746
TOR,Blue Jays,0,0,0,1,0,0,,1.1177,6,1,1,1,0,1,1,0.0,0,5.63902,1.90106,7.2447,5.69856,1.27132,1.7188,0.14889,0.117114,0.03177551180124283,,0.269171,0.289928,0.74477,6.12759,4.670964860916138,4.179094041871046,4.588489770889282,4.105303900519735,-0.0208446,-0.0437121,0,999.0,14.0,AL,Jay Schueler,700849,sa3025300,sa3025300
WSN,Nationals,0,0,0,1,0,0,,1.602,6,2,1,1,0,1,1,0.0,0,5.85975,1.34529,5.00399,3.35067,1.49343,1.62889,0.138793,0.0929357,0.04585745930671692,,0.271012,0.277582,0.580788,5.65453,5.65479292869568,3.5298353943456076,7.009995222091675,4.375779902313807,-0.0208692,-0.0166449,0,999.0,24.0,NL,Bubba Hall,801540,sa3020403,sa3020403
SEA,Mariners,0,0,1,1,0,0,,2.15473,11,3,1,1,0,1,1,0.0,0,5.40795,1.77468,6.10678,4.81416,1.2685,1.66615,0.129264,0.101903,0.0273611918091774,,0.266285,0.278113,0.737964,5.99621,7.144972610473634,3.315954100966897,9.773630142211914,4.535903875109875,-0.0208703,0.0261937,0,999.0,11.0,AL,Jordan Jackson,689095,sa3018172,sa3018172
NYY,Yankees,0,0,1,1,0,0,,3.28195,16,4,2,2,1,2,2,0.0,0,5.76674,1.7119,5.652,5.12269,1.10333,1.5904,0.129232,0.117129,0.01210252195596695,,0.269906,0.281713,0.69106,6.085,-0.41357707977294744,-0.1260156919927012,1.409745216369629,0.4295451263202216,-0.0209101,0.00206764,0,999.0,9.0,AL,Cole Percival,676931,sa3014919,sa3014919
ATH,Athletics,0,0,0,1,0,0,,1.28964,6,1,1,1,0,1,1,0.0,0,5.60276,1.60963,6.48786,4.89024,1.32669,1.47443,0.156999,0.118339,0.03866051137447357,,0.266928,0.290185,0.673557,5.64546,5.943358564376831,4.608529909015364,5.4482152462005615,4.224591641393157,-0.0209888,-0.0376874,0,999.0,10.0,AL,Mark Adamiak,686672,sa3020254,sa3020254
MIL,Brewers,0,0,0,1,0,0,,1.6251,7,2,1,1,0,1,1,0.0,0,5.44653,1.4914,6.29217,4.13927,1.52011,1.60698,0.15648,0.102939,0.05354020744562149,,0.260606,0.276895,0.668928,5.61894,5.825710129737854,3.5848406867428686,7.125479817390442,4.384651723668204,-0.0210295,-0.0146767,0,999.0,23.0,NL,Jack Seppings,808952,sa3025573,sa3025573
ATL,Braves,0,0,0,1,0,0,,1.5642,7,2,1,1,0,1,1,0.0,0,5.37061,1.60555,6.8064,4.2682,1.59468,1.55775,0.158969,0.0996874,0.05928172171115875,,0.267422,0.290277,0.699651,5.4847,5.375094437599183,3.4363174359106075,6.8210097551345825,4.360696360630743,-0.021042,-0.017039,0,999.0,16.0,NL,William Silva,687222,sa3020235,sa3020235
KCR,Royals,0,0,0,1,0,0,,1.46991,7,2,1,1,0,1,1,0.0,0,5.76411,1.65275,6.01236,5.04033,1.19285,1.4004,0.145321,0.121827,0.023494288325309753,,0.274362,0.296639,0.664315,5.696,4.677349185943604,3.18206057232317,6.349560260772705,4.319687189084382,-0.0210603,-0.0203588,0,999.0,7.0,AL,Juan Martinez,682931,sa3009219,sa3009219
SFG,Giants,0,0,1,1,0,0,,2.94354,13,3,2,2,0,2,2,0.0,0,5.92027,1.6543,5.17298,5.37896,0.961706,1.20766,0.129593,0.134753,-0.005160197615623474,,0.279285,0.300043,0.638166,5.71694,11.982180833816528,4.070673127118028,12.717689752578735,4.320545536146536,-0.0210764,-0.0195341,0,999.0,30.0,NL,Esmerlin Vinicio,691263,sa3014708,sa3014708
STL,Cardinals,0,0,0,1,0,0,,1.05,7,2,1,1,0,1,1,0.0,0,5.19342,2.31525,10.2736,7.18413,1.43004,1.82851,0.171226,0.119735,0.05149085074663162,,0.261995,0.29554,0.829711,6.1539,1.569999647140503,1.4952378270847606,4.249999761581421,4.04761900436851,-0.021177,-0.0461016,0,999.0,28.0,NL,Jack Findlay,701469,sa3031334,sa3031334
