Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
CLE,Guardians,3,2,0,36,0,1,,36.0,153,32,16,15,4,38,14,,2,3.74157,1.2809,9.60674,3.4382,2.79412,1.11236,0.25066,0.0897098,0.16094985604286194,,0.235294,0.294872,0.750507,3.953,166.00000000000006,4.6111111111111125,160.0,4.444444444444445,0.0369673,0.0532032,0,999.0,5.0,AL,Trevor Stephan,663986,19932,19932
MIA,Marlins,0,0,1,1,0,0,,4.31656,19,4,2,2,1,4,2,0.0,0,4.44748,1.41473,8.35672,4.17223,2.00294,1.13307,0.212,0.105845,0.10615572333335876,,0.245973,0.293427,0.70651,4.4849,11.242542457580571,2.60451447459382,10.582798957824707,2.451674358479807,0.0369023,0.0757742,0,999.0,20.0,NL,Thomas White,806258,sa3023268,sa3023268
PHI,Phillies,2,2,1,51,0,6,,56.0,242,55,32,29,8,46,22,,3,4.61717,1.36802,7.27044,3.46809,2.09638,1.23258,0.187867,0.0896148,0.09825193136930466,,0.25402,0.289263,0.686647,4.62573,214.0,3.8214285714285716,217.0,3.875,0.0367809,-0.0289419,2,739.3200073242188,26.0,NL,Joe Ross,605452,12972,12972
DET,Tigers,0,0,1,1,0,0,,4.0,12,3,2,2,0,2,1,0.0,0,4.87419,0.960047,4.97482,2.4028,2.07042,0.967491,0.184253,0.0889928,0.09525974839925766,,0.256608,0.286956,0.455227,4.35581,22.8,5.7,21.0,5.25,0.0363768,0.0440937,0,999.0,6.0,AL,Kenny Serwa,690162,sa3067062,sa3067062
SDP,Padres,0,0,1,1,0,0,,3.0,10,2,2,1,0,2,1,0.0,0,4.24307,1.02372,6.77215,2.83423,2.38942,0.961908,0.225738,0.0944742,0.13126420229673386,,0.237687,0.283558,0.582082,4.10467,18.000000000000004,6.000000000000001,16.0,5.333333333333333,0.0362405,-0.019688,0,999.0,29.0,NL,Kash Mayfield,824026,sa3067104,sa3067104
HOU,Astros,3,3,0,51,0,9,,51.0,218,43,24,22,7,55,22,,2,3.90238,1.26849,9.81421,3.85197,2.54784,1.28606,0.253144,0.0993563,0.1537880003452301,,0.219332,0.268441,0.743993,4.27005,253.50000000000006,4.970588235294119,238.0,4.666666666666667,0.036045,0.131993,0,999.0,21.0,AL,Kaleb Ort,672391,20061,20061
HOU,Astros,0,0,1,1,0,0,,3.87363,17,4,2,2,1,3,1,0.0,0,4.426,1.33433,7.28448,2.67747,2.72066,1.25947,0.185368,0.0681334,0.11723437160253525,,0.257593,0.2916,0.700276,4.39076,8.964892339706426,2.314336384997809,9.368170499801636,2.4184448654811206,0.0359161,0.0354291,0,999.0,21.0,AL,Brandon Walter,687888,26056,26056
ATL,Braves,0,0,1,1,0,0,,5.58675,23,5,3,3,1,5,2,0.0,0,4.69985,1.27957,7.37634,3.13276,2.35458,1.31208,0.201158,0.0854326,0.11572551727294922,,0.252907,0.289101,0.659441,4.59629,20.041921997070318,3.5874051232748765,18.933731079101562,3.3890444182851587,0.0358712,0.0522403,0,999.0,16.0,NL,Lucas Braun,814351,sa3022996,sa3022996
CHW,White Sox,0,1,1,1,0,0,,7.0,30,6,4,4,1,6,4,,0,4.80973,1.50025,8.55933,5.35898,1.59719,1.25644,0.213983,0.133975,0.08000858128070831,,0.238434,0.282974,0.702446,5.02822,23.9,3.414285714285714,22.0,3.142857142857143,0.0356852,0.0341165,0,999.0,4.0,AL,Wikelman González,682790,sa3008687,sa3008687
MIN,Twins,0,0,1,1,0,0,,5.0,17,4,3,3,1,3,1,0.0,0,5.03638,1.09115,5.58398,2.65199,2.10558,1.1716,0.182483,0.0866664,0.0958167016506195,,0.259511,0.28738,0.528053,4.6104,17.299999999999997,3.4599999999999995,15.0,3.0,0.0356619,0.00662145,0,999.0,8.0,AL,Michael Ross,828374,sa3041178,sa3041178
HOU,Astros,1,1,0,29,0,1,,29.0,129,26,14,13,3,31,14,,1,3.98524,1.37761,9.40959,4.31734,2.17949,0.885609,0.238095,0.109244,0.1288515254855156,,0.232484,0.294118,0.724206,3.94139,131.10000000000002,4.520689655172415,127.0,4.379310344827586,0.0356417,0.00957143,0,999.0,21.0,AL,Shawn Dubin,681869,24977,24977
ATH,Athletics,2,2,0,27,0,1,,27.0,117,28,13,12,2,21,9,,1,3.94816,1.33599,6.999,2.87139,2.4375,0.807577,0.181395,0.0744186,0.10697674751281738,,0.258228,0.301948,0.708402,3.82451,118.40000000000002,4.385185185185186,125.0,4.62962962962963,0.0355009,0.00159268,0,999.0,10.0,AL,Dylan Floro,571670,13394,13394
CHC,Cubs,2,2,0,32,0,1,,32.0,136,26,14,13,3,36,16,,2,3.60735,1.31093,10.373,4.5006,2.30481,0.969252,0.26715,0.11591,0.1512400582432747,,0.215417,0.280829,0.752615,3.91175,154.3,4.821875,143.0,4.46875,0.0354737,0.0588565,0,999.0,17.0,NL,Daniel Palencia,694037,27914,27914
HOU,Astros,3,2,0,48,0,4,,48.0,206,42,23,21,6,48,21,,2,3.94543,1.32498,8.94377,4.00921,2.23081,1.04714,0.230777,0.10345,0.12732671946287155,,0.230693,0.282405,0.728146,4.17247,215.20000000000005,4.483333333333334,205.0,4.270833333333333,0.0354315,0.057821,0,749.3400268554688,21.0,AL,Forrest Whitley,666215,19586,19586
PIT,Pirates,0,0,1,1,0,0,,3.39456,14,3,2,2,0,3,1,0.0,0,4.43923,1.29881,7.26894,3.37026,2.15679,1.04261,0.198478,0.0920249,0.1064533144235611,,0.253189,0.296447,0.668714,4.31259,20.319735908508303,5.985972395196678,19.97279453277588,5.883767253002077,0.03529,0.0169104,0,999.0,27.0,NL,Hunter Barco,682995,sa3022409,sa3022409
HOU,Astros,0,0,1,1,0,0,,4.05,18,4,2,2,1,4,2,0.0,0,4.30593,1.33537,8.4789,3.63026,2.33562,1.24201,0.218029,0.0933495,0.12467925250530243,,0.240785,0.284528,0.711641,4.42712,9.27000141143799,2.288889129596799,9.250000953674316,2.2839507451963663,0.0352868,0.0465192,0,999.0,21.0,AL,Tyler Ivey,663959,20237,20237
TBR,Rays,0,0,1,1,0,0,,3.37548,14,3,2,2,0,3,1,0.0,0,4.25748,1.26507,8.7221,3.55317,2.45474,1.13688,0.238133,0.0970096,0.14112341403961182,,0.239732,0.293501,0.687722,4.18882,20.178558588027954,5.977980395673252,19.87740445137024,5.888762252704217,0.034926,-0.000316905,0,999.0,12.0,AL,Ty Johnson,694494,sa3023410,sa3023410
BOS,Red Sox,0,0,1,1,0,0,,4.35118,18,4,3,2,1,4,2,0.0,0,4.88161,1.35648,7.51565,3.83914,1.95764,1.15432,0.205111,0.104775,0.10033643990755081,,0.258381,0.304156,0.649206,4.58062,11.498739624023438,2.64267093095431,10.755905151367188,2.471950736255913,0.0344828,-0.014556,0,999.0,3.0,AL,Yordanny Monegro,694057,sa3015476,sa3015476
CLE,Guardians,0,0,1,1,0,0,,3.5,16,4,2,2,0,3,1,0.0,0,4.30214,1.3712,7.99548,3.24006,2.4677,1.17585,0.200604,0.0812917,0.11931180208921432,,0.251401,0.293202,0.714559,4.30714,18.5,5.285714285714286,20.5,5.857142857142857,0.0343897,0.0129187,0,999.0,5.0,AL,Braylon Doughty,815785,sa3067030,sa3067030
CIN,Reds,0,0,1,1,0,0,,3.01109,11,2,2,2,0,2,1,0.0,0,4.75165,1.16059,6.73414,3.04247,2.21338,1.19102,0.204297,0.0923009,0.11199623346328735,,0.250408,0.28708,0.59872,4.52344,18.08207335472107,6.005156732714246,16.055454969406128,5.332105539829942,0.0337629,0.000480881,0,999.0,18.0,NL,Luke Hayden,695569,sa3025504,sa3025504
BAL,Orioles,0,0,1,1,0,0,,3.84245,16,4,2,2,0,3,1,0.0,0,4.5097,1.30758,7.43827,3.30703,2.24923,1.13992,0.200452,0.0891204,0.11133205145597458,,0.253309,0.294921,0.672673,4.395,21.034115171432497,5.4741443976770245,22.212239980697632,5.780752271212017,0.0335837,0.0312558,0,999.0,2.0,AL,Cameron Weston,687721,sa3020528,sa3020528
BOS,Red Sox,0,0,1,1,0,0,,4.30167,17,4,3,2,1,3,1,0.0,0,5.08055,1.31641,5.94846,2.43735,2.44054,1.25942,0.163098,0.0668285,0.09626930952072144,,0.279486,0.308021,0.624587,4.59758,12.132365608215332,2.820384341075269,11.508355140686035,2.675322000545822,0.0334722,-0.0174433,0,999.0,3.0,AL,Jedixson Paez,699151,sa3016264,sa3016264
CHC,Cubs,0,0,1,1,0,0,,4.0,15,3,2,2,1,3,1,0.0,0,4.53177,1.17335,6.87862,2.99536,2.29642,1.12906,0.203811,0.0887514,0.11505952477455139,,0.248895,0.287492,0.62481,4.38765,12.5,3.125,10.0,2.5,0.0334559,0.044268,0,999.0,17.0,NL,Evan Aschenbeck,809767,sa3026253,sa3026253
NYM,Mets,0,0,1,1,0,0,,3.04424,12,3,2,1,0,3,1,0.0,0,4.15137,1.19116,7.62524,3.13249,2.43424,1.10157,0.215679,0.0886023,0.12707707285881042,,0.238289,0.280592,0.674014,4.23341,17.727398920059205,5.823253384643013,18.22121548652649,5.985466634598117,0.033364,-0.0167038,0,999.0,25.0,NL,Will Watson,814492,sa3025592,sa3025592
TEX,Rangers,0,0,1,1,0,0,,4.0,13,3,2,2,0,2,1,0.0,0,4.99017,1.0491,5.56236,2.7883,1.99489,1.09771,0.190166,0.0953266,0.09483961760997772,,0.254515,0.285178,0.504933,4.55191,22.8,5.7,21.0,5.25,0.0333506,0.0464819,0,999.0,13.0,AL,Brooks Fowler,827670,sa3031592,sa3031592
MIL,Brewers,0,0,1,1,0,0,,3.3787,15,3,2,2,1,4,1,0.0,0,4.18271,1.3707,9.7237,3.72116,2.61309,1.40376,0.236837,0.0906352,0.1462022364139557,,0.233516,0.279883,0.748997,4.42106,9.902410125732423,2.9308308503828018,8.89352035522461,2.632228265103471,0.0332968,0.0115678,0,999.0,23.0,NL,K.C. Hunt,687268,sa3022937,sa3022937
DET,Tigers,0,0,1,1,0,0,,4.01524,16,3,2,2,1,3,1,0.0,0,4.35489,1.21237,7.61899,3.28905,2.31647,1.23809,0.213065,0.0919783,0.12108681350946426,,0.237578,0.27487,0.670609,4.48695,12.612759780883785,3.14122360449965,10.076189041137695,2.5094874880114917,0.0332174,0.0450553,0,999.0,6.0,AL,Jaden Hamm,811290,sa3023134,sa3023134
BOS,Red Sox,0,0,1,1,0,0,,5.16383,22,5,3,3,1,4,2,0.0,0,4.87985,1.38816,6.65308,3.4747,1.91472,1.20543,0.174611,0.0911941,0.08341725915670395,,0.263578,0.29643,0.662937,4.72442,14.912312316894532,2.887841757124727,14.819129943847656,2.8697965376983685,0.0331854,0.0340294,0,999.0,3.0,AL,Hunter Dobbins,690928,30240,30240
NYM,Mets,0,0,1,1,0,0,,4.35259,18,4,2,2,1,4,2,0.0,0,4.38118,1.34125,7.48503,3.89069,1.92383,1.0991,0.197225,0.102517,0.09470842033624649,,0.243197,0.282654,0.691766,4.52879,11.509159564971926,2.644209967943834,10.762945652008057,2.4727685819991385,0.0329711,0.0646749,0,999.0,25.0,NL,Nolan McLean,690997,sa3023053,sa3023053
MIL,Brewers,2,2,3,52,0,4,,67.0,285,66,38,35,12,56,17,,3,4.63908,1.2404,7.54133,2.30236,3.27547,1.65551,0.197511,0.0603,0.1372111476957798,,0.249566,0.273881,0.689214,4.77369,244.59999999999994,3.6507462686567154,247.0,3.6865671641791047,0.0328281,-0.00648877,3,746.9600219726562,23.0,NL,Tyler Alexander,641302,17735,17735
BOS,Red Sox,0,0,1,1,0,0,,2.5,10,2,1,1,0,2,1,0.0,0,4.36949,1.21115,7.95425,3.31968,2.39609,0.993478,0.232581,0.0970666,0.13551390916109085,,0.248509,0.305572,0.644403,4.06562,14.3,5.720000000000001,13.5,5.4,0.0327872,0.0612461,0,999.0,3.0,AL,Matt McShane,823791,sa3037749,sa3037749
NYY,Yankees,0,0,1,1,0,0,,4.69412,20,5,3,2,1,4,1,0.0,0,4.65565,1.28717,6.98029,2.76138,2.52782,1.48853,0.182153,0.0720592,0.11009380221366882,,0.250868,0.274688,0.684121,4.81559,14.436459255218505,3.075437185572325,15.470580577850342,3.2957387923437733,0.0325797,-0.00949734,0,999.0,9.0,AL,Brandon Leibrandt,605335,16135,16135
PIT,Pirates,2,1,0,29,0,1,,29.0,125,26,14,12,4,29,11,,1,3.82837,1.27322,8.87385,3.40437,2.60661,1.09115,0.229861,0.088184,0.14167716354131699,,0.231531,0.28052,0.732785,4.04293,123.80000000000004,4.268965517241381,119.0,4.103448275862069,0.0324077,0.0346372,0,999.0,27.0,NL,Hunter Stratton,676702,23455,23455
TOR,Blue Jays,0,0,1,1,0,0,,4.39921,18,4,3,2,1,3,1,0.0,0,4.68813,1.25947,6.22004,2.86923,2.16785,1.20383,0.172545,0.0795929,0.09295226633548737,,0.258074,0.286129,0.644026,4.60454,12.854153823852537,2.921923230172043,11.996049880981445,2.726864583843677,0.0323948,-0.0302563,0,999.0,14.0,AL,Fernando Perez,800125,sa3018826,sa3018826
CHW,White Sox,2,2,0,34,0,1,,34.0,150,33,17,16,4,32,13,,2,4.22493,1.36915,8.46499,3.53329,2.39578,1.13154,0.213762,0.0892244,0.12453795224428177,,0.246591,0.294003,0.717793,4.23911,139.60000000000002,4.105882352941177,141.0,4.147058823529412,0.0322284,0.00515662,0,749.72998046875,4.0,AL,Gus Varland,681402,24737,24737
CIN,Reds,0,0,1,1,0,0,,2.56173,10,2,1,1,0,2,1,0.0,0,4.46707,1.26952,8.09011,3.82582,2.11461,1.10041,0.227128,0.107409,0.11971874535083771,,0.242109,0.292772,0.662275,4.36784,14.756801319122317,5.760482895991076,13.80864953994751,5.390361215240221,0.0322017,0.0681945,0,999.0,18.0,NL,Adam Serwinowski,703445,sa3020626,sa3020626
ARI,Diamondbacks,1,1,1,14,0,1,,19.0,83,19,11,10,2,16,8,,1,4.65575,1.39113,7.55042,3.6788,2.05241,1.14645,0.196347,0.0956661,0.10068045556545258,,0.25735,0.299898,0.681171,4.51101,75.6,3.978947368421052,78.0,4.105263157894737,0.0321201,0.0355355,1,999.0,15.0,NL,Cristian Mena,691441,27974,27974
BOS,Red Sox,2,2,0,38,0,1,,38.0,163,34,19,18,5,40,17,,2,4.17521,1.33485,9.44363,3.91134,2.41442,1.13188,0.245448,0.101659,0.14378905296325684,,0.237359,0.295862,0.714682,4.14937,158.29999999999998,4.16578947368421,152.0,4.0,0.0321077,0.0359295,0,999.0,3.0,AL,Michael Fulmer,605242,13218,13218
TEX,Rangers,1,1,1,13,0,1,,18.0,78,18,10,9,3,14,7,,1,4.78305,1.40063,7.21233,3.33216,2.16446,1.29308,0.1838,0.0849174,0.09888305515050888,,0.26128,0.295711,0.683772,4.68063,57.500000000000014,3.194444444444445,59.0,3.2777777777777777,0.0320701,0.0381465,1,740.989990234375,13.0,AL,Dane Dunning,641540,19409,19409
TBR,Rays,1,1,1,19,0,1,,24.0,102,25,14,12,3,18,7,,1,4.63539,1.31722,6.73298,2.69621,2.4972,1.25457,0.177184,0.0709528,0.10623081028461456,,0.262283,0.293489,0.672581,4.50933,91.70000000000002,3.820833333333334,97.0,4.041666666666667,0.0313593,-0.0420984,1,999.0,12.0,AL,Joe Rock,697812,sa3017755,sa3017755
NYY,Yankees,0,0,1,1,0,0,,3.49884,13,3,2,2,0,3,1,0.0,0,4.63284,1.15651,6.64872,2.92073,2.27639,1.24731,0.197404,0.0867179,0.11068601161241531,,0.246297,0.277288,0.617445,4.58367,21.09140787124634,6.028116316554317,20.494194507598877,5.857427302153552,0.0313398,0.0152975,0,999.0,9.0,AL,Brendan Beck,694341,sa3020680,sa3020680
NYM,Mets,0,0,1,1,0,0,,4.08429,18,3,2,2,0,4,2,0.0,0,4.21981,1.38009,9.00435,4.84208,1.85961,1.0984,0.232721,0.125145,0.10757555067539215,,0.226984,0.278291,0.717801,4.51967,24.423767375946046,5.979925544485285,22.421464443206787,5.489680846729212,0.0313259,0.0474565,0,999.0,25.0,NL,Jonah Tong,804636,sa3022324,sa3022324
SEA,Mariners,1,1,1,27,0,1,,32.0,138,31,17,15,4,26,12,,1,4.23847,1.31898,7.2719,3.2943,2.20742,1.11399,0.188531,0.0854078,0.10312293469905853,,0.245968,0.28179,0.702292,4.39393,124.00000000000003,3.875000000000001,125.0,3.90625,0.0307553,0.0859659,1,999.0,11.0,AL,Jhonathan Díaz,646242,20298,20298
CHC,Cubs,1,1,0,22,0,1,,22.0,94,18,9,9,3,26,9,,1,3.53795,1.24455,10.7386,3.79026,2.83321,1.16113,0.275349,0.0971861,0.17816268652677536,,0.213066,0.273127,0.76621,3.86352,105.10000000000001,4.777272727272727,97.0,4.409090909090909,0.0306097,0.0604572,0,999.0,17.0,NL,Jack Neely,680891,30106,30106
NYY,Yankees,0,0,1,1,0,0,,4.5,22,5,2,2,1,5,2,0.0,0,4.43131,1.54428,9.05835,3.9218,2.30974,1.49515,0.201297,0.0871511,0.11414559185504913,,0.245739,0.282293,0.767331,4.78024,12.000000000000004,2.6666666666666674,13.5,3.0,0.0305842,0.0786546,0,999.0,9.0,AL,Erick Leal,612797,sa657825,sa657825
COL,Rockies,0,0,1,1,0,0,,3.0,11,3,2,2,0,2,1,0.0,0,5.15892,1.23955,6.72099,3.36596,1.99675,1.11661,0.203666,0.101999,0.10166753083467484,,0.266175,0.311421,0.575572,4.53037,15.400000000000002,5.133333333333334,16.0,5.333333333333333,0.0304935,0.0108561,0,999.0,19.0,NL,Brody Brecht,701679,sa3027632,sa3027632
DET,Tigers,0,0,1,1,0,0,,4.19346,18,4,2,2,1,3,2,0.0,0,4.55307,1.30897,7.29166,3.22668,2.2598,1.25961,0.193308,0.0855421,0.107766292989254,,0.250897,0.285579,0.679605,4.57438,8.331603908538819,1.986808967557821,7.967299938201904,1.899934651024303,0.0304516,0.0563698,0,999.0,6.0,AL,Troy Melton,675512,sa3020652,sa3020652
PIT,Pirates,1,2,1,17,0,1,,23.0,102,24,13,12,4,18,7,,1,4.74084,1.35189,7.07381,2.87756,2.45826,1.46062,0.179652,0.0730809,0.10657134652137756,,0.257353,0.284047,0.690466,4.79722,74.6,3.243478260869565,79.0,3.4347826086956523,0.0302649,-0.00365238,1,581.8400268554688,27.0,NL,Thomas Harrington,802419,31989,31989
BOS,Red Sox,0,0,1,1,0,0,,3.91465,17,4,2,2,1,3,2,0.0,0,4.83031,1.36388,8.01046,3.50483,2.28555,1.35514,0.20967,0.0917373,0.11793257296085358,,0.255781,0.297528,0.674442,4.64967,6.268425607681275,1.6012727141285032,6.573260545730591,1.67914296403835,0.0300154,0.0522054,0,999.0,3.0,AL,David Sandlin,689818,sa3020606,sa3020606
DET,Tigers,1,1,0,17,0,1,,17.0,71,15,7,7,2,17,5,,1,3.69468,1.24552,9.26276,2.86712,3.23069,1.06824,0.239676,0.0741872,0.16548855602741241,,0.235768,0.29035,0.738542,3.73854,82.20000000000002,4.835294117647059,79.0,4.647058823529412,0.0299357,0.0435533,0,999.0,6.0,AL,Chase Lee,695445,sa3016946,sa3016946
CIN,Reds,2,2,0,30,0,1,,30.0,133,27,15,14,3,31,16,,2,4.1431,1.43193,9.18197,4.71586,1.94704,0.962463,0.23125,0.11877,0.11247994005680084,,0.236679,0.29568,0.724632,4.24301,126.89999999999999,4.2299999999999995,123.0,4.1,0.0297667,0.0350457,0,999.0,18.0,NL,Yosver Zulueta,691172,27765,27765
BOS,Red Sox,0,0,1,21,0,1,,28.0,118,28,17,15,4,21,11,,1,4.87985,1.38816,6.65308,3.4747,1.91472,1.20543,0.174611,0.0911941,0.08341727405786514,,0.263578,0.29643,0.662937,4.72442,95.2,3.4,98.0,3.5,0.0294273,-0.018921,1,999.0,3.0,AL,Hunter Dobbins,690928,30240,30240
BAL,Orioles,0,0,1,1,0,0,,4.55,19,4,3,2,1,4,2,0.0,0,4.76328,1.33349,7.40399,3.2826,2.25553,1.29058,0.197007,0.0873441,0.109662726521492,,0.257198,0.294716,0.66691,4.61306,12.970001411437986,2.8505496412612725,11.750000953674316,2.582417683762029,0.0292137,-0.025152,0,999.0,2.0,AL,Chase Allsup,695482,sa3025950,sa3025950
BOS,Red Sox,0,0,1,1,0,0,,5.0,18,4,3,3,1,3,2,0.0,0,5.42581,1.23198,5.31607,3.06758,1.73298,1.12746,0.164076,0.0946784,0.06939783692359924,,0.276758,0.30586,0.542797,4.75395,14.299999999999999,2.86,12.0,2.4,0.0291217,0.0240491,0,999.0,3.0,AL,Steven Brooks,809933,sa3027770,sa3027770
CIN,Reds,0,0,1,1,0,0,,3.40231,15,4,2,2,0,3,1,0.0,0,4.88941,1.39383,6.6927,3.19429,2.09521,1.31409,0.171898,0.0820433,0.08985432237386703,,0.264639,0.294092,0.672988,4.77818,17.77710204124451,5.225007822175344,20.011555433273315,5.88175358560459,0.0289903,0.0246722,0,999.0,18.0,NL,Jose Montero,800017,sa3018312,sa3018312
BAL,Orioles,0,0,1,1,0,0,,4.0,14,3,2,2,0,3,1,0.0,0,4.88236,1.1416,6.14531,3.11726,1.97138,1.07802,0.195089,0.0989606,0.0961284264922142,,0.255295,0.292104,0.563802,4.51302,24.8,6.2,23.0,5.75,0.0288549,0.0411118,0,999.0,2.0,AL,Cohen Achen,828494,sa3067146,sa3067146
CIN,Reds,0,0,1,1,0,0,,3.65842,16,4,2,2,1,3,1,0.0,0,4.96756,1.35399,8.52489,2.65393,3.21217,1.85084,0.211311,0.0657846,0.1455267369747162,,0.255635,0.28542,0.704581,4.96392,7.372336864471437,2.0151674777911266,8.29211950302124,2.2665824760361044,0.0287802,0.0408217,0,999.0,18.0,NL,Aaron Wilkerson,658792,16904,16904
STL,Cardinals,0,0,1,1,0,0,,3.97557,17,4,2,2,1,3,1,0.0,0,4.5604,1.35439,7.39753,3.23322,2.28797,1.25247,0.190613,0.0833107,0.10730203241109848,,0.254676,0.290519,0.690737,4.54562,9.719217729568486,2.4447356778803697,9.877849817276001,2.4846373999392735,0.0287063,0.0450778,0,999.0,28.0,NL,Tekoah Roby,694358,sa3014519,sa3014519
SFG,Giants,0,0,1,1,0,0,,4.0,16,4,2,2,1,3,1,0.0,0,4.60533,1.27116,7.06334,3.11779,2.2655,1.14745,0.196204,0.0866052,0.10959874838590622,,0.256087,0.295415,0.651863,4.42116,9.9,2.475,10.0,2.5,0.0286692,0.0455426,0,999.0,30.0,NL,Hunter Dryden,827500,sa3067105,sa3067105
TOR,Blue Jays,2,2,0,42,0,1,,42.0,178,39,20,19,6,41,14,,1,3.9823,1.26844,8.84956,3.09734,2.85714,1.23894,0.232558,0.0813954,0.1511627808213234,,0.239796,0.28777,0.740402,4.11043,176.6,4.204761904761905,173.0,4.119047619047619,0.0285726,0.019524,0,750.8699951171875,14.0,AL,Erik Swanson,657024,16587,16587
MIL,Brewers,0,0,1,1,0,0,,3.2,12,3,2,2,0,2,1,0.0,0,4.43517,1.15981,6.63971,3.1134,2.13263,1.12816,0.196732,0.0922487,0.10448341816663742,,0.241973,0.275366,0.631471,4.48009,16.880000352859497,5.275000031664967,17.00000023841858,5.312499995343387,0.0282821,0.000618203,0,999.0,23.0,NL,Bryce Meccage,815501,sa3067069,sa3067069
DET,Tigers,2,2,0,40,0,1,,40.0,170,34,19,17,5,43,18,,2,3.93864,1.32989,9.67752,4.13776,2.33883,1.03759,0.250491,0.107101,0.14339033514261246,,0.22993,0.291022,0.729069,4.03957,176.1,4.4025,165.0,4.125,0.0282647,0.020661,0,999.0,6.0,AL,Andrew Chafin,605177,12988,12988
CHW,White Sox,0,0,1,1,0,0,,4.7172,20,4,3,3,1,4,2,0.0,0,5.07388,1.36016,7.36383,3.8233,1.92604,1.38655,0.197513,0.102549,0.09496467560529709,,0.25476,0.289449,0.650435,4.946,14.207289123535157,3.0118047592322736,12.586006164550781,2.668108809253865,0.0281667,-0.00676916,0,999.0,4.0,AL,Riley Gowens,803035,sa3022948,sa3022948
MIL,Brewers,0,0,1,1,0,0,,3.7185,17,4,2,2,1,3,1,0.0,0,4.48965,1.35323,7.55342,2.79818,2.6994,1.43797,0.187128,0.0693221,0.11780595779418945,,0.252441,0.281971,0.715665,4.63316,7.816871023178097,2.1021592724984557,8.592480421066284,2.3107407474611454,0.028105,0.0327136,0,999.0,23.0,NL,Bruce Zimmermann,669145,20370,20370
NYY,Yankees,0,0,1,1,0,0,,3.93262,18,5,3,2,1,3,1,0.0,0,5.39661,1.49591,6.43474,2.88335,2.23169,1.42126,0.160583,0.0719556,0.0886271670460701,,0.287643,0.31663,0.659691,4.88619,6.801409530639649,1.7294842874790175,9.663114547729492,2.457167841918842,0.0278285,-0.0173033,0,999.0,9.0,AL,Jake Woodford,663765,18674,18674
STL,Cardinals,0,0,1,1,0,0,,4.0,14,3,2,2,0,3,1,0.0,0,4.8819,1.14162,5.92669,3.06916,1.93105,1.06455,0.188149,0.0974336,0.09071521461009979,,0.25656,0.291127,0.562655,4.52559,24.8,6.2,23.0,5.75,0.0274351,0.046632,0,999.0,28.0,NL,Braden Davis,801078,sa3029886,sa3029886
CHC,Cubs,2,2,0,47,0,4,,47.0,200,43,23,21,6,45,16,,2,4.05158,1.26563,8.69988,3.08883,2.81656,1.23566,0.226338,0.0803598,0.1459786295890808,,0.237549,0.282508,0.721006,4.18124,214.2,4.557446808510638,209.0,4.446808510638298,0.0274058,0.0359823,0,999.0,17.0,NL,Eli Morgan,669212,20203,20203
LAD,Dodgers,0,0,1,1,0,0,,3.09388,13,3,2,2,0,3,1,0.0,0,4.3811,1.31218,8.57366,3.589,2.38887,1.35403,0.222203,0.0930159,0.12918712943792343,,0.237746,0.278567,0.708546,4.55288,18.094681549072266,5.848547977229265,18.469379425048828,5.969657514231709,0.0272713,-0.00997194,0,999.0,22.0,NL,Jose Rodriguez,692064,sa3015437,sa3015437
HOU,Astros,0,0,1,1,0,0,,3.90774,16,3,2,2,1,4,2,0.0,0,4.61194,1.30634,8.16336,4.04253,2.01937,1.21904,0.223468,0.110662,0.1128058210015297,,0.24055,0.286297,0.668612,4.5999,10.817260980606079,2.7681643607314865,8.538689851760864,2.1850722634279753,0.0271898,0.0375644,0,999.0,21.0,AL,Anderson Brito,820901,sa3024232,sa3024232
NYM,Mets,0,0,1,1,0,0,,4.0,17,4,2,2,1,3,1,0.0,0,4.49297,1.31437,7.40776,3.29188,2.25031,1.29327,0.193667,0.0860622,0.10760481655597687,,0.247089,0.280228,0.690907,4.62103,9.9,2.475,10.0,2.5,0.0270282,0.0421054,0,999.0,25.0,NL,Jonathan Santucci,695558,sa3041559,sa3041559
HOU,Astros,0,0,1,1,0,0,,4.30566,18,4,2,2,1,4,2,0.0,0,4.62503,1.331,7.65686,3.46695,2.20853,1.33516,0.200544,0.0908044,0.1097395271062851,,0.248148,0.283556,0.685223,4.68629,11.161868190765377,2.5923723027516434,10.528289318084717,2.4452219966313087,0.0268364,0.0628086,0,999.0,21.0,AL,AJ Blubaugh,805123,sa3020112,sa3020112
NYY,Yankees,2,2,0,35,0,1,,35.0,148,31,17,15,5,36,12,,2,3.9704,1.20952,9.14233,3.00851,3.03882,1.37983,0.240102,0.0790115,0.16109012067317963,,0.227184,0.26903,0.731427,4.26258,150.9,4.311428571428571,144.0,4.114285714285714,0.0267828,0.0140898,0,999.0,9.0,AL,Brent Headrick,687396,27702,27702
