Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
ATL,Braves,48.0,184.731,204.541,48.5983,32.9668,10.0946,0.655639,4.88131,24.6585,23.6559,16.2824,0.519936,30.7628,1.26196,1.87672,0.388142,4.7813,0.932304,0.311418,0.263076,0.323987,0.40409,0.728077,0.316986,0.0796046,0.1504,0.529288,0.141014,3.44553,0.289586,,,25.0474,1.12065,0.52,-0.334217,-0.334217,0.547959,0.11268284916877747,-1.6096296310424805,101.827,224.0,4.666666666,224.0,4.666666666,575.0,0.0,OF,/players/alex-verdugo/17027/stats?position=OF,16,NL,Alex Verdugo,657077,17027,17027
CIN,Reds,107.0,408.18,453.358,96.6406,59.8529,20.7173,1.76386,14.3066,51.2579,55.6892,36.3152,1.53774,106.852,5.32779,3.07356,0.461594,7.77802,4.26292,1.27598,0.23676,0.305331,0.401306,0.706638,0.307277,0.0801027,0.235689,0.339866,0.164547,4.19375,0.283817,,,51.974,-1.05896,-0.75,-0.453106,-0.453106,0.546778,-5.868722319602966,-3.9148662090301514,90.0105,466.9,4.363551401,466.9,4.363551401,312.6600036621094,0.25,3B,/players/jeimer-candelario/13621/stats?position=3B,18,NL,Jeimer Candelario,600869,13621,13621
CIN,Reds,64.0,226.849,247.198,53.5825,38.3533,8.3258,0.204456,6.69895,24.2416,28.5649,14.8046,0.145221,41.9482,2.05105,1.8747,1.24066,5.75603,0.773659,0.391394,0.236204,0.286825,0.3633,0.650125,0.284783,0.0598899,0.169695,0.352927,0.127096,2.41272,0.260354,,,23.864,-5.0527,0.0,-0.438372,-0.438372,0.546651,-7.866576373577118,4.938271522521973,74.8708,217.3,3.3953125,217.3,3.3953125,579.6099853515625,0.0,C,/players/jose-trevino/16725/stats?position=C,18,NL,Jose Trevino,624431,16725,16725
TOR,Blue Jays,41.0,154.341,177.087,33.795,18.3773,7.25067,0.335163,7.83194,22.7116,23.6295,19.0875,0.110488,52.8314,2.26084,1.2299,0.168578,1.83278,2.14251,0.736862,0.218964,0.311688,0.422519,0.734207,0.320065,0.107786,0.298335,0.361292,0.203555,3.99078,0.273563,,,22.1244,1.4091,0.12,-0.182591,-0.182591,0.539273,1.900235891342163,-2.5916401222348213,110.279,195.9,4.77804878,195.9,4.77804878,656.4099731445312,0.00632911,2B/OF,/players/davis-schneider/23565/stats?position=2B/OF,14,AL,Davis Schneider,676914,23565,23565
LAD,Dodgers,59.0,234.342,257.437,54.0617,33.7015,10.5949,0.653102,9.11208,29.6123,32.6236,18.382,0.148883,52.9753,2.06129,1.97517,0.494495,4.21841,0.574169,0.205099,0.230696,0.290173,0.398132,0.688305,0.299168,0.071404,0.20578,0.346992,0.167436,2.7953,0.25799,,,27.8329,-2.28155,-0.22,-0.394391,-0.394391,0.523686,-2.633853554725647,-0.8573456704616547,92.7253,252.5,4.279661016,252.5,4.279661016,556.4500122070312,0.00662252,OF,/players/enrique-hernandez/10472/stats?position=OF,22,NL,Enrique Hernández,571771,10472,10472
CLE,Guardians,40.0,154.741,173.182,36.7524,24.263,8.75289,0.483862,3.25258,18.4709,17.3668,15.0136,0.433333,31.0677,1.42571,1.27233,0.729688,2.99733,3.02819,0.629252,0.237509,0.308442,0.363386,0.671828,0.2958,0.0866923,0.179393,0.483252,0.125877,4.6046,0.275281,,,18.2543,-2.00426,0.0,0.0329673,0.0329673,0.523277,-1.3331765085458755,0.6172839403152466,93.1057,157.4,3.935,157.4,3.935,999.0,0.0,2B,/players/juan-brito/sa3009808/stats?position=2B,5,AL,Juan Brito,682877,sa3009808,sa3009808
TBR,Rays,46.0,172.316,196.08,35.3221,23.2673,7.66102,0.855047,3.53867,22.8266,15.4944,20.7054,0.168735,47.338,0.804293,1.44722,0.80695,2.26855,9.53531,2.8908,0.204984,0.291037,0.320975,0.612012,0.274056,0.105597,0.241422,0.437395,0.115991,6.14364,0.25864,,,17.2362,-5.70091,0.79,0.384201,0.384201,0.520965,-3.9644897878170013,2.46164470911026,80.6171,167.1,3.632608695,167.1,3.632608695,699.02001953125,0.01041667,SS,/players/taylor-walls/22458/stats?position=SS,12,AL,Taylor Walls,670764,22458,22458
LAD,Dodgers,58.0,221.146,250.397,48.6817,30.6779,9.83101,1.03375,7.13907,31.776,26.5932,23.8394,0.340646,78.0092,2.78302,1.35483,0.565636,3.18379,6.66478,1.93932,0.220134,0.302277,0.370784,0.673061,0.296867,0.0952062,0.311541,0.305597,0.15065,5.5834,0.302453,,,26.6082,-2.68277,-0.35,0.0979676,0.0979676,0.520905,-2.5438600033521652,-0.7401551306247711,91.1771,242.6,4.18275862,242.6,4.18275862,711.5499877929688,0.0,OF,/players/chris-taylor/13757/stats?position=OF,22,NL,Chris Taylor,621035,13757,13757
PIT,Pirates,72.0,262.938,299.906,56.3209,31.6459,11.9689,0.985384,11.7207,36.4493,37.5288,32.1827,1.48611,92.3272,2.48542,1.88958,0.410103,3.66635,6.48439,1.62491,0.214198,0.303807,0.400941,0.704749,0.306871,0.107309,0.307854,0.348572,0.186743,5.09977,0.2774,,,34.2838,-0.798622,-0.09,0.127128,0.127128,0.520506,-2.159246578812599,-2.7751851975917816,93.6247,311.7,4.329166666,311.7,4.329166666,606.4199829101562,0.0,OF,/players/jack-suwinski/22244/stats?position=OF,27,NL,Jack Suwinski,669261,22244,22244
CHW,White Sox,87.0,345.899,369.005,85.7539,58.3179,15.7847,1.24237,10.409,37.7137,42.7063,15.6909,0.456521,76.7411,2.40067,2.65509,2.35882,6.45478,2.1312,0.744585,0.247916,0.283231,0.391011,0.674242,0.291537,0.0425222,0.207968,0.204465,0.143095,3.47223,0.288232,,,37.6287,-5.53674,-0.01,-0.474773,-0.474773,0.519462,-5.392653554677963,-1.8987319562584162,88.3523,336.7,3.870114942,336.7,3.870114942,467.55999755859375,0.00869565,2B/3B,/players/lenyn-sosa/22896/stats?position=2B/3B,4,AL,Lenyn Sosa,672820,22896,22896
CHW,White Sox,76.0,298.756,324.842,70.2076,47.9599,12.8298,1.2,8.2178,34.8437,32.3247,19.6299,0.836695,72.6846,1.69174,2.17983,2.58404,4.51312,8.13092,1.92768,0.235,0.284025,0.368497,0.652522,0.284056,0.0604292,0.223754,0.27007,0.133498,5.06372,0.281729,,,31.1695,-6.82985,0.97,0.305266,0.305266,0.518948,-5.979793608188629,0.15803420543670654,83.0905,287.2,3.778947368,287.2,3.778947368,713.3300170898438,0.0,2B/SS,/players/brooks-baldwin/31394/stats?position=2B/SS,4,AL,Brooks Baldwin,681460,31394,31394
SEA,Mariners,40.0,151.625,168.937,35.5654,24.6182,7.75024,0.634878,2.56212,17.7042,15.406,13.9569,0.25087,31.7132,1.70337,1.19624,0.455689,3.23611,3.90434,0.811151,0.234562,0.304044,0.344745,0.648789,0.28747,0.0826162,0.187722,0.440099,0.110182,4.9402,0.278402,,,16.6741,-3.08779,0.0,0.136432,0.136432,0.517783,-1.3360718488693237,0.7087333798408508,92.3823,159.5,3.9875,159.5,3.9875,999.0,0.0,SS,/players/cole-young/sa3020459/stats?position=SS,11,AL,Cole Young,702284,sa3020459,sa3020459
CHW,White Sox,54.0,205.971,228.665,44.6371,27.8924,7.68953,0.64196,8.4132,27.0759,25.3639,17.7623,0.464979,71.2885,1.72302,1.32085,1.88777,3.5092,6.48932,1.57631,0.216715,0.282755,0.382821,0.665576,0.29015,0.0776784,0.311759,0.249161,0.166106,5.34228,0.283908,,,23.0626,-3.68616,1.59,0.289192,0.289192,0.517215,-3.0134725272655487,0.38629627227783203,87.3771,215.9,3.998148148,215.9,3.998148148,719.5700073242188,0.01724138,OF,/players/michael-a-taylor/11489/stats?position=OF,4,AL,Michael A. Taylor,572191,11489,11489
ATH,Athletics,45.0,162.232,184.415,36.5028,24.6023,6.88908,0.776705,4.23471,22.1957,15.2882,15.3452,0.0166453,46.8311,3.51556,1.24365,2.07787,3.0479,5.58773,1.63023,0.225003,0.303633,0.355351,0.658984,0.292583,0.0832104,0.253945,0.327672,0.130348,5.72472,0.287056,,,18.9607,-2.61179,0.08,0.114394,0.114394,0.515888,-1.2424932569265366,0.07999997951741555,93.5695,171.6,3.813333333,171.6,3.813333333,624.4199829101562,0.0,SS,/players/max-schuemann/24488/stats?position=SS,10,AL,Max Schuemann,680474,24488,24488
DET,Tigers,54.0,207.194,229.153,49.9818,32.6346,10.2219,2.07156,5.05366,27.7744,21.9801,18.119,0.419734,43.3263,1.47087,1.75212,0.616918,3.05014,6.94664,1.96925,0.241232,0.304424,0.383737,0.688161,0.300309,0.0790697,0.189072,0.4182,0.142505,6.36556,0.279811,,,24.9854,-1.82042,0.22,0.182903,0.182903,0.511913,-0.8069459795951843,-1.8878431618213654,96.2248,225.1,4.168518518,225.1,4.168518518,522.469970703125,0.03333333,OF,/players/wenceel-perez/22857/stats?position=OF,6,AL,Wenceel Pérez,672761,22857,22857
KCR,Royals,30.0,114.436,125.364,27.6602,19.313,4.82457,1.00931,2.51337,19.2838,9.18226,7.30294,0.059391,30.7693,1.71095,0.757535,1.156,1.11806,14.8077,3.01794,0.241709,0.295265,0.367397,0.662662,0.290465,0.0582541,0.245441,0.237345,0.125688,8.50103,0.307002,,,12.6757,-1.98912,2.34,1.51617,1.51617,0.511721,-0.8303691148757935,1.5992591977119446,83.6413,138.3,4.61,138.3,4.61,659.2100219726562,0.07692308,OF,/players/dairon-blanco/19779/stats?position=OF,7,AL,Dairon Blanco,680118,19779,19779
ATL,Braves,40.0,142.446,158.099,33.2884,23.3478,6.4435,0.320821,3.1762,16.8072,16.4961,13.1664,0.273114,33.3834,1.1816,1.08595,0.218902,3.50093,0.0428691,0.0116589,0.233691,0.301725,0.350323,0.652047,0.288218,0.0832795,0.211155,0.3944,0.116632,2.17571,0.281494,,,15.6997,-2.79443,0.2,-0.291504,-0.291504,0.509964,-3.6066995561122894,3.2864198237657547,82.4645,130.4,3.26,130.4,3.26,999.0,0.0,C,/players/drake-baldwin/31539/stats?position=C,16,NL,Drake Baldwin,686948,31539,31539
STL,Cardinals,44.0,171.541,185.468,42.1126,27.3084,8.73026,0.936673,5.13731,20.4355,21.5363,9.75871,0.349664,46.3161,2.27587,1.2957,0.596844,2.76197,2.16854,0.646385,0.245496,0.292892,0.397154,0.690046,0.298998,0.0526167,0.249726,0.210698,0.151658,4.51423,0.304617,,,20.0266,-1.66902,0.1,-0.135833,-0.135833,0.499934,-1.8256695568561554,0.49804169684648514,92.3807,179.0,4.068181818,179.0,4.068181818,694.5,0.0,2B,/players/thomas-saggese/27883/stats?position=2B,28,NL,Thomas Saggese,695336,27883,27883
,,60.0,231.537,258.0,56.6974,33.1747,12.4614,0.338336,10.723,30.8142,36.0795,21.8612,0.532411,71.0913,2.07651,2.08753,0.256484,4.13287,0.367384,0.147795,0.244875,0.313071,0.440555,0.753625,0.325225,0.0847332,0.275548,0.307508,0.19568,2.17241,0.302842,,,33.3046,3.1243,0.0,-0.432934,-0.432934,0.498255,2.708267956972122,-6.481481552124023,110.406,297.4,4.956666666,297.4,4.956666666,696.6699829101562,1.0,DH/OF,/players/jd-martinez/6184/stats?position=DH/OF,-1,,J.D. Martinez,502110,6184,6184
MIA,Marlins,78.0,272.525,298.253,60.7987,42.2758,11.2465,0.767774,6.50862,27.9727,28.0344,15.1105,0.0570378,48.9048,4.94862,2.04766,3.62064,5.87036,3.43253,1.12443,0.223094,0.274437,0.341644,0.61608,0.271176,0.0506633,0.163971,0.308977,0.11855,3.87777,0.247719,,,25.5263,-9.36271,0.0,-0.260419,-0.260419,0.498065,-11.115256369113922,6.018518447875977,69.5647,234.9,3.011538461,234.9,3.011538461,583.8699951171875,0.0,C,/players/nick-fortes/21538/stats?position=C,20,NL,Nick Fortes,663743,21538,21538
MIA,Marlins,72.0,276.208,301.158,68.609,48.4242,12.3716,1.25657,6.55656,33.8827,29.5937,18.1432,0.027312,80.5973,4.24025,1.73124,0.835215,5.79193,8.22437,2.04876,0.248396,0.302982,0.373499,0.676482,0.297008,0.0602448,0.267625,0.225109,0.125103,5.4365,0.325248,,,32.0362,-3.19262,0.51,0.256486,0.256486,0.494374,-4.4427962601184845,-0.7862963676452637,86.951,292.3,4.059722222,292.3,4.059722222,658.6900024414062,0.01818182,OF,/players/dane-myers/22054/stats?position=OF,20,NL,Dane Myers,667472,22054,22054
WSN,Nationals,72.0,263.283,301.421,59.586,39.4855,11.5541,1.15752,7.38896,34.1509,29.6778,30.6215,0.0758978,57.22,3.8936,1.97538,1.64766,4.65309,8.09783,2.65171,0.226319,0.313907,0.363191,0.677099,0.300795,0.10159,0.189834,0.535153,0.136872,5.15945,0.260141,,,32.9832,-2.2765,0.27,-0.0378366,-0.0378366,0.483155,-2.746108066290617,-2.60037037730217,92.4862,291.1,4.043055555,291.1,4.043055555,734.739990234375,0.0,OF,/players/alex-call/19296/stats?position=OF,24,NL,Alex Call,669743,19296,19296
MIL,Brewers,83.0,315.616,352.656,67.2676,43.2891,14.2809,1.88673,7.8109,37.1981,35.3665,30.644,0.665292,113.2,3.18553,1.92112,1.28899,5.61317,7.45,1.67897,0.213131,0.287726,0.344579,0.632305,0.27957,0.086895,0.320993,0.270707,0.131448,5.39694,0.302538,,,32.5649,-8.68806,1.31,0.206606,0.206606,0.466752,-9.296944186091423,2.087667465209961,77.4642,296.1,3.567469879,296.1,3.567469879,638.4099731445312,0.13333333,3B,/players/oliver-dunn/26295/stats?position=3B,23,NL,Oliver Dunn,686554,26295,26295
PHI,Phillies,38.0,146.253,159.908,35.5653,23.0152,6.96753,0.802746,4.77983,19.2292,18.2247,7.34892,0.208092,38.4755,4.35639,0.97306,0.938885,2.81738,3.17857,0.921326,0.243176,0.297427,0.399839,0.697265,0.303449,0.0459571,0.24061,0.191002,0.156663,5.38979,0.296096,,,17.8396,-0.866158,-0.31,-0.00981448,-0.00981448,0.464232,-1.2873244099318981,0.4640740752220154,93.3191,164.5,4.328947368,164.5,4.328947368,531.2100219726562,0.0,3B/SS,/players/edmundo-sosa/17022/stats?position=3B/SS,26,NL,Edmundo Sosa,624641,17022,17022
DET,Tigers,46.0,173.735,197.681,38.1985,24.3507,7.87565,0.96967,5.00251,21.2589,20.1989,21.0261,0.377243,52.4655,1.43295,1.29125,0.195593,3.16454,0.71656,0.245654,0.219867,0.30715,0.362742,0.669892,0.296317,0.106364,0.265405,0.400761,0.142876,3.62707,0.282379,,,20.9188,-2.20553,-1.12,-0.322645,-0.322645,0.452234,-1.8116682171821594,-0.41012346744537354,93.4169,182.6,3.969565217,182.6,3.969565217,541.22998046875,0.09677419,3B,/players/jace-jung/31437/stats?position=3B,6,AL,Jace Jung,690291,31437,31437
CHW,White Sox,46.0,156.858,180.577,33.0168,21.9645,6.22335,0.245567,4.58344,18.7791,17.8013,20.9327,0.387738,45.648,1.41751,1.12155,0.246748,3.37661,1.6018,0.565304,0.210488,0.307032,0.340955,0.647987,0.289743,0.115922,0.25279,0.458569,0.130467,3.40522,0.263887,,,18.1533,-2.97021,-2.07,-0.255283,-0.255283,0.450005,-2.922651469707489,1.2503902912139893,87.0903,159.2,3.460869565,159.2,3.460869565,747.6799926757812,0.09677419,C,/players/matt-thaiss/19318/stats?position=C,4,AL,Matt Thaiss,642136,19318,19318
ATL,Braves,58.0,226.846,249.994,55.7618,42.7237,9.60119,1.36985,2.06708,28.4356,18.424,15.5178,0.285333,40.1705,1.48909,1.59576,4.54562,5.3104,6.66444,2.15814,0.245814,0.296472,0.327553,0.624025,0.276136,0.0620727,0.160686,0.386298,0.0817389,5.51709,0.288365,,,22.394,-6.84982,1.31,-0.0103382,-0.0103382,0.449308,-7.683624203316867,3.7197813987731934,74.3321,198.8,3.427586206,198.8,3.427586206,746.8900146484375,0.0,SS,/players/nick-allen/22277/stats?position=SS,16,NL,Nick Allen,669397,22277,22277
SEA,Mariners,77.0,293.936,325.252,71.1327,52.1623,12.8165,0.525784,5.62809,30.8762,32.7417,22.7541,0.396157,70.3329,5.90287,2.19028,0.46841,7.02963,0.0165637,0.00715487,0.242,0.30725,0.346623,0.653872,0.290084,0.0699583,0.216241,0.32352,0.104622,1.87772,0.297524,,,32.7869,-5.26044,0.18,-0.634318,-0.634318,0.446669,-2.784864842891693,-3.750436842441559,94.2214,290.4,3.771428571,290.4,3.771428571,634.3099975585938,0.30208333,2B,/players/donovan-solano/8623/stats?position=2B,11,AL,Donovan Solano,456781,8623,8623
PIT,Pirates,94.0,342.195,394.051,80.2857,50.3677,16.1247,0.908896,12.8844,46.5342,47.1076,44.8041,0.68111,93.0969,3.81932,2.72022,0.512095,6.99975,3.75407,1.24955,0.234619,0.327564,0.400009,0.727573,0.319829,0.113701,0.236256,0.481263,0.16539,3.54939,0.282091,,,49.156,3.06062,-0.02,-0.531166,-0.531166,0.438162,0.5746724605560303,-9.437499541789293,102.347,432.1,4.59680851,432.1,4.59680851,589.6199951171875,0.936,OF,/players/andrew-mccutchen/9847/stats?position=OF,27,NL,Andrew McCutchen,457705,9847,9847
CIN,Reds,122.0,454.264,515.891,106.16,74.4806,17.0136,2.55061,12.1151,60.3196,48.8032,42.2614,1.28859,81.9936,9.42774,4.28361,5.65374,8.34161,17.2458,4.72301,0.233696,0.309364,0.362388,0.671752,0.296543,0.0819193,0.158936,0.515423,0.128692,5.67639,0.258054,,,54.6857,-5.66216,-4.73,0.550697,0.550697,0.438024,-10.069029867649078,-2.8472840785980225,82.7855,490.1,4.017213114,490.1,4.017213114,247.4199981689453,0.02083333,OF,/players/tj-friedl/19522/stats?position=OF,18,NL,TJ Friedl,670770,19522,19522
ATL,Braves,46.0,177.554,198.612,41.5716,25.2246,9.42326,0.754245,6.16954,25.3737,22.7343,18.3478,1.03389,55.2046,1.22542,1.17829,0.306731,2.6775,4.35828,1.26948,0.234135,0.308337,0.399947,0.708284,0.3078,0.0923802,0.277952,0.33236,0.165811,5.25936,0.301659,,,22.853,-0.380249,0.48,0.0121083,0.0121083,0.434619,-1.0223572412505746,-1.3748387396335602,95.6444,207.2,4.504347826,207.2,4.504347826,502.82000732421875,0.0,OF,/players/jarred-kelenic/22558/stats?position=OF,16,NL,Jarred Kelenic,672284,22558,22558
MIL,Brewers,37.0,142.157,157.279,34.429,23.7066,7.35586,0.622921,2.74363,17.5978,15.8026,10.5939,0.568186,19.5672,2.77147,1.06914,0.686906,2.89711,7.25386,0.805425,0.24219,0.305216,0.360598,0.665815,0.292576,0.0673573,0.124411,0.54141,0.118408,6.11513,0.262046,,,16.1698,-2.22838,0.0,0.836466,0.836466,0.427314,-1.7556120157241821,0.6623456478118896,86.2178,155.1,4.191891891,155.1,4.191891891,392.44000244140625,0.0,2B/3B,/players/caleb-durbin/sa3017183/stats?position=2B/3B,23,NL,Caleb Durbin,702332,sa3017183,sa3017183
CHW,White Sox,63.0,238.431,266.94,48.9929,32.0649,9.87568,0.920408,6.13188,26.1495,25.4696,22.3744,0.959997,81.0826,4.37745,1.43717,0.319712,4.27122,2.24408,0.570777,0.20548,0.284093,0.331773,0.615866,0.273288,0.0838184,0.303749,0.275946,0.126293,4.12288,0.280773,,,23.3002,-7.92592,0.0,-0.238983,-0.238983,0.424742,-7.717214867472649,2.9166667461395264,75.5161,206.5,3.277777777,206.5,3.277777777,576.3300170898438,0.0,SS,/players/colson-montgomery/sa3017170/stats?position=SS,4,AL,Colson Montgomery,695657,sa3017170,sa3017170
DET,Tigers,38.0,145.294,159.325,34.919,23.0574,6.99781,0.475857,4.38792,17.3177,17.5748,11.0912,0.180483,30.3152,1.5215,1.0444,0.373724,2.74312,1.53515,0.606259,0.240333,0.299033,0.385647,0.684681,0.299004,0.069614,0.190273,0.365864,0.145314,3.87544,0.273489,,,17.2045,-1.43299,0.26,-0.218608,-0.218608,0.420581,-1.074121505022049,-0.17344069480895996,95.3071,148.9,3.918421052,148.9,3.918421052,744.9400024414062,0.04761905,2B,/players/andy-ibanez/18819/stats?position=2B,6,AL,Andy Ibáñez,628451,18819,18819
CIN,Reds,54.0,202.394,226.679,46.5907,31.1782,8.43352,0.778431,6.20061,27.7426,21.936,15.6069,0.250134,68.0238,5.15313,1.17779,2.34785,3.63345,9.23692,2.18557,0.230199,0.300229,0.371469,0.671698,0.29592,0.0688501,0.300089,0.229433,0.14127,6.23008,0.312262,,,23.915,-2.60154,2.23,0.55427,0.55427,0.419498,-4.225594758987427,0.7485185861587524,82.3663,221.0,4.092592592,221.0,4.092592592,743.5,0.03225806,OF,/players/blake-dunn/29487/stats?position=OF,18,NL,Blake Dunn,694362,29487,29487
TOR,Blue Jays,33.0,113.078,127.622,23.7881,17.2052,3.995,0.279475,2.30845,13.0085,10.2706,9.96439,0.246016,26.9084,1.71786,0.79646,2.0648,2.3497,2.04988,0.624376,0.210369,0.282504,0.311885,0.594389,0.265673,0.0780776,0.210845,0.370308,0.101517,4.35057,0.253723,,,10.3573,-4.57158,1.4,-0.0689494,-0.0689494,0.418544,-4.155001387000084,3.9462963342666626,72.0183,88.8,2.69090909,88.8,2.69090909,747.0800170898438,0.07692308,C,/players/tyler-heineman/13897/stats?position=C,14,AL,Tyler Heineman,623168,13897,13897
NYY,Yankees,60.0,230.657,258.066,55.8061,41.8119,9.23018,0.567032,4.19699,27.1565,23.5228,23.6621,0.0233369,47.4256,1.31255,1.66637,0.767357,7.32964,0.74204,0.326463,0.241944,0.313958,0.341465,0.655423,0.292232,0.0916902,0.183773,0.498931,0.0995209,2.72873,0.285605,,,26.4603,-3.72768,-0.37,-0.510735,-0.510735,0.416704,-3.65651935338974,-0.9255555868148804,89.3465,228.9,3.815,228.9,3.815,651.9500122070312,0.0,2B,/players/dj-lemahieu/9874/stats?position=2B,9,AL,DJ LeMahieu,518934,9874,9874
WSN,Nationals,50.0,192.318,207.409,47.7888,33.1609,8.98736,0.893882,4.7466,22.6997,22.1208,11.5051,0.205671,55.9713,1.37991,1.39769,0.808131,3.78481,5.21838,1.37161,0.248489,0.293677,0.378559,0.672237,0.292851,0.0554709,0.26986,0.205554,0.130071,5.27534,0.323631,,,21.3697,-2.8926,-0.73,0.126373,0.126373,0.416273,-3.0633307099342346,0.19592589139938354,87.1394,201.3,4.026,201.3,4.026,572.280029296875,0.0,3B,/players/jose-tena/23691/stats?position=3B,24,NL,José Tena,677588,23691,23691
BOS,Red Sox,15.0,49.5853,57.1492,11.097,7.71274,1.98065,0.00110617,1.40252,5.91325,6.1875,6.0112,0.0921959,12.3421,0.324367,0.359457,0.196162,1.26739,0.0353316,0.0223552,0.223796,0.309745,0.348641,0.658386,0.293193,0.105184,0.215963,0.487048,0.124844,1.61764,0.267803,,,5.9039,-0.781301,2.09,-0.112135,-0.112135,0.414401,-1.143136866390705,3.24740731716156,84.2332,44.8,2.986666666,44.8,2.986666666,744.8699951171875,0.0,C,/players/yasmani-grandal/11368/stats?position=C,3,AL,Yasmani Grandal,518735,11368,11368
CLE,Guardians,48.0,182.641,204.85,40.0606,26.8679,7.89675,0.738611,4.55738,22.174,19.2534,19.1565,0.0651443,56.1734,1.01509,1.19546,0.842173,3.55103,4.05991,1.17099,0.219341,0.295245,0.345524,0.640769,0.284386,0.0935149,0.274217,0.341025,0.126183,4.92908,0.288397,,,19.7103,-4.25264,0.25,-0.0330173,-0.0330173,0.410611,-3.530852023512125,0.6666666269302368,85.0769,181.7,3.785416666,181.7,3.785416666,723.2000122070312,0.02884615,SS/OF,/players/daniel-schneemann/25180/stats?position=SS/OF,5,AL,Daniel Schneemann,682177,25180,25180
BOS,Red Sox,49.0,181.943,207.905,46.3744,31.3378,8.22665,0.526723,6.2832,26.0619,24.0131,19.8174,0.529704,49.4573,3.23316,1.66454,0.506704,4.18471,2.96226,1.04045,0.254884,0.335942,0.409492,0.745434,0.326431,0.0953196,0.237884,0.400697,0.154608,4.30009,0.313539,,,27.0398,2.71948,-2.04,-0.254013,-0.254013,0.409124,1.5570739805698395,-4.537661790847778,107.613,232.8,4.751020408,232.8,4.751020408,735.4199829101562,0.13,OF,/players/rob-refsnyder/13770/stats?position=OF,3,AL,Rob Refsnyder,608701,13770,13770
ATH,Athletics,55.0,207.985,227.413,44.974,28.7105,9.83874,0.521216,5.90356,24.452,21.2012,14.0462,0.149824,69.1876,2.62923,1.19768,1.55443,3.58115,4.00251,0.749862,0.216236,0.272956,0.353707,0.626663,0.274935,0.0617651,0.304238,0.203016,0.13747,4.96829,0.291371,,,20.1514,-6.45096,0.0,0.13978,0.13978,0.408332,-4.763676196336746,1.1240407228469849,81.1556,190.9,3.47090909,190.9,3.47090909,999.0,0.0,2B,/players/max-muncy/29779/stats?position=2B,10,AL,Max Muncy,691777,29779,29779
CLE,Guardians,30.0,116.174,128.65,28.7031,19.5141,5.97993,0.585103,2.62399,14.382,12.814,9.21391,0.150896,25.4611,1.24837,0.904386,1.10872,2.2818,2.59101,0.768623,0.24707,0.307081,0.376376,0.683457,0.299555,0.0716201,0.19791,0.361882,0.129307,5.0056,0.293045,,,13.9492,-1.10003,-0.34,-0.0284899,-0.0284899,0.403093,-0.6544877588748932,0.26185181736946106,95.7474,130.6,4.353333333,130.6,4.353333333,745.6400146484375,0.05882353,OF,/players/angel-martinez/26540/stats?position=OF,5,AL,Angel Martínez,682657,26540,26540
PHI,Phillies,33.0,115.68,128.321,26.9971,18.9239,5.42871,0.452858,2.19164,13.0702,12.8792,9.82813,0.184444,20.8862,1.55237,0.859767,0.400678,2.49792,0.475853,0.154959,0.233377,0.300011,0.344972,0.644983,0.28552,0.07659,0.162765,0.470556,0.111595,3.24289,0.265407,,,12.464,-2.54682,0.0,-0.205309,-0.205309,0.385412,-3.0822221487760544,2.5462963581085205,81.2515,104.5,3.166666666,104.5,3.166666666,707.3800048828125,0.0,C,/players/rafael-marchan/21646/stats?position=C,26,NL,Rafael Marchán,665561,21646,21646
BOS,Red Sox,15.0,51.4655,57.1492,12.0274,7.71391,2.19878,0.258347,1.85632,6.80763,6.62122,4.63554,0.0974925,16.3071,0.51416,0.28673,0.247224,0.958892,0.743388,0.219723,0.233697,0.301871,0.394668,0.69654,0.304074,0.081113,0.285343,0.284265,0.160971,4.6195,0.30281,,,6.40441,-0.280796,1.22,-0.0410673,-0.0410673,0.38358,-0.5715640299022198,2.377407431602478,91.8873,60.7,4.046666666,60.7,4.046666666,999.0,0.15384615,C/OF,/players/blake-sabol/25805/stats?position=C/OF,3,AL,Blake Sabol,666165,25805,25805
CHW,White Sox,38.0,130.445,145.247,30.1227,20.5833,5.82086,0.530139,3.18848,15.4925,14.0876,12.7077,0.184438,38.1622,0.99058,0.831352,0.272105,2.54305,2.10166,0.449222,0.230923,0.302267,0.357004,0.659272,0.291264,0.0874907,0.262741,0.332992,0.126081,4.634,0.299518,,,14.7794,-2.21128,-2.09,-0.030714,-0.030714,0.381457,-1.9983983431011438,0.8420987129211426,88.1602,135.1,3.555263157,135.1,3.555263157,999.0,0.0,C,/players/kyle-teel/sa3022886/stats?position=C,4,AL,Kyle Teel,691019,sa3022886,sa3022886
