Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
COL,Rockies,147.0,585.469,628.963,155.245,97.7215,32.154,4.23759,21.1316,78.7032,78.0982,30.3995,1.08375,161.601,4.78486,4.86454,3.44576,8.61948,13.6058,3.92216,0.265163,0.304434,0.442839,0.747274,0.320602,0.0483327,0.256933,0.188114,0.177676,5.75138,0.329031,,,78.8514,5.2765,1.19,0.0922587,0.0922587,2.40134,-5.662359453737736,7.995555400848389,92.3488,716.4,4.873469387,716.4,4.873469387,129.3000030517578,0.0,SS,/players/ezequiel-tovar/24064/stats?position=SS,19,NL,Ezequiel Tovar,678662,24064,24064
ARI,Diamondbacks,130.0,487.074,553.13,114.768,66.3967,23.702,0.893199,23.7764,67.2679,82.4687,51.9263,0.837992,156.123,8.59531,4.57762,0.557122,8.06376,0.77234,0.281663,0.235628,0.317454,0.434402,0.751856,0.326162,0.0938772,0.282254,0.332598,0.198774,2.47042,0.291873,,,71.8196,7.1156,-0.83,-0.954686,-0.954686,2.4012,4.046689748764038,0.8072214722633362,107.561,642.8,4.944615384,642.8,4.944615384,168.66000366210938,0.01744186,3B,/players/eugenio-suarez/12552/stats?position=3B,15,NL,Eugenio Suárez,553993,12552,12552
MIN,Twins,107.0,405.095,448.796,97.7369,49.4805,23.5434,2.03944,22.6735,62.2333,62.8718,32.3411,0.741043,128.585,8.03194,2.88772,0.440028,4.40869,9.14256,2.32255,0.241269,0.308036,0.477368,0.785405,0.336086,0.0720619,0.286512,0.251515,0.2361,5.67285,0.292389,,,61.8572,9.35791,-0.24,0.184551,0.184551,2.36486,10.904763787984848,-2.9920575469732285,120.876,572.5,5.350467289,572.5,5.350467289,224.94000244140625,0.04504505,OF,/players/byron-buxton/14161/stats?position=OF,8,AL,Byron Buxton,621439,14161,14161
LAA,Angels,124.0,459.361,531.967,110.062,57.6407,21.8826,0.290427,30.2481,71.2344,82.2638,60.6178,1.82232,138.704,6.3562,3.05209,0.5291,8.59264,0.325429,0.117542,0.239597,0.334416,0.486043,0.82046,0.352235,0.11395,0.260738,0.43703,0.246446,1.91252,0.271973,,,80.2352,18.0067,-0.23,-0.951649,-0.951649,2.36351,17.179819107055664,-12.057309612631798,129.788,703.8,5.675806451,703.8,5.675806451,205.88999938964844,0.67549669,DH/OF,/players/jorge-soler/14221/stats?position=DH/OF,1,AL,Jorge Soler,624585,14221,14221
CHC,Cubs,123.0,478.162,527.244,114.589,76.2164,19.0214,5.06959,14.2817,70.5174,52.8871,34.9797,3.21446,136.539,6.31399,3.2767,4.51134,5.69005,33.5481,5.42349,0.239645,0.298208,0.390234,0.688441,0.29803,0.0663445,0.258968,0.256188,0.150589,7.84684,0.303394,,,56.5205,-5.15549,4.27,3.611,3.611,2.35257,-0.9241702556610107,6.168148040771484,92.8068,554.8,4.510569105,554.8,4.510569105,127.38999938964844,0.0,OF,/players/pete-crow-armstrong/27769/stats?position=OF,17,NL,Pete Crow-Armstrong,691718,27769,27769
CHC,Cubs,118.0,437.114,501.573,114.978,70.0444,22.1282,1.97778,20.8274,70.2915,70.7671,55.1148,2.78628,125.29,5.28499,3.55556,0.503063,7.67548,12.7521,3.89618,0.263038,0.350006,0.465654,0.81566,0.351642,0.109884,0.249794,0.439898,0.202615,5.13981,0.319639,,,75.4116,16.7386,-0.02,-0.0350938,-0.0350938,2.34077,17.29361105710268,-11.310122985392809,128.892,673.1,5.704237288,673.1,5.704237288,84.3499984741211,0.4966443,OF,/players/seiya-suzuki/30116/stats?position=OF,17,NL,Seiya Suzuki,673548,30116,30116
MIN,Twins,112.0,423.033,467.173,106.475,63.7068,21.7228,1.07494,19.9709,59.9853,61.2656,36.5592,1.34279,104.943,3.39173,3.6025,0.586783,7.20449,7.22666,2.60538,0.251695,0.313825,0.449754,0.763579,0.328374,0.0782562,0.224634,0.348371,0.198059,4.15418,0.286703,,,61.4906,6.84158,-1.35,-0.417376,-0.417376,2.32676,7.842290699481964,-0.9121400117874146,115.452,553.0,4.9375,553.0,4.9375,163.9600067138672,0.34567901,3B,/players/royce-lewis/20437/stats?position=3B,8,AL,Royce Lewis,668904,20437,20437
CIN,Reds,91.0,316.834,356.629,82.8416,53.2135,15.4412,0.546471,13.6405,43.4107,49.2503,31.555,0.609928,83.7082,5.04791,2.78209,0.4102,7.98754,0.236111,0.0879665,0.261467,0.335312,0.44281,0.778122,0.337664,0.0884814,0.234721,0.376964,0.181343,2.19375,0.311342,,,49.6069,7.8891,2.33,-0.69246,-0.69246,2.29952,3.7695348262786865,6.635049343109131,110.463,439.6,4.83076923,439.6,4.83076923,185.97000122070312,0.06617647,C,/players/tyler-stephenson/17988/stats?position=C,18,NL,Tyler Stephenson,663886,17988,17988
MIL,Brewers,133.0,503.813,559.756,123.63,84.7657,22.2067,3.9909,12.6664,64.2071,58.9773,45.2403,0.0506355,110.383,4.81616,3.25097,2.63521,10.7662,12.3721,3.36461,0.245388,0.311757,0.380731,0.692488,0.304293,0.0808216,0.197199,0.409847,0.135343,5.33636,0.288957,,,62.8273,-2.65178,1.51,0.0480623,0.0480623,2.29765,-3.8981106989085674,7.529038667678833,94.1046,563.6,4.237593984,563.6,4.237593984,265.2799987792969,0.0,3B,/players/joey-ortiz/25493/stats?position=3B,23,NL,Joey Ortiz,687401,25493,25493
STL,Cardinals,123.0,463.815,523.848,125.827,89.0927,23.0791,2.39735,11.2579,62.6558,57.3691,45.6525,1.49808,70.1949,9.20459,3.91357,1.26185,12.3682,4.49972,1.44546,0.271287,0.34575,0.404201,0.749951,0.329021,0.0871484,0.133999,0.650368,0.132914,4.08241,0.296599,,,69.2228,7.94403,0.63,-0.809763,-0.809763,2.22696,7.075471460819244,-2.9348148107528687,112.588,592.9,4.820325203,592.9,4.820325203,248.27000427246094,0.03174603,2B/OF,/players/brendan-donovan/24679/stats?position=2B/OF,28,NL,Brendan Donovan,680977,24679,24679
NYM,Mets,142.0,555.607,613.002,130.839,77.4556,25.9107,0.335277,27.1376,72.0534,84.76,47.4592,1.39267,171.271,5.13207,4.18046,0.623643,11.517,0.129782,0.0512927,0.235489,0.299538,0.42986,0.729398,0.31489,0.0774209,0.279397,0.2771,0.194371,1.54654,0.286961,,,74.0322,2.32442,-2.93,-1.01021,-1.01021,2.21272,2.745075225830078,-1.7074530124664307,105.123,662.8,4.667605633,662.8,4.667605633,105.8499984741211,0.00793651,3B,/players/mark-vientos/22184/stats?position=3B,25,NL,Mark Vientos,668901,22184,22184
LAD,Dodgers,111.0,406.379,482.694,86.1823,45.6611,17.8147,1.26319,21.4434,62.2136,66.3716,66.7137,2.97819,131.519,5.25369,3.91633,0.430575,6.24014,0.844891,0.248266,0.212073,0.327932,0.420428,0.748361,0.326052,0.138211,0.272468,0.507256,0.208355,2.83842,0.251576,,,62.6314,6.16683,-1.21,-0.836439,-0.836439,2.19781,5.4093122482299805,-0.1822223663330078,110.821,548.8,4.944144144,548.8,4.944144144,260.94000244140625,0.0,1B/3B,/players/max-muncy/13301/stats?position=1B/3B,22,NL,Max Muncy,571970,13301,13301
BOS,Red Sox,129.0,491.247,547.844,116.729,73.3363,23.2177,2.27914,17.8963,72.5571,61.6735,40.8535,1.83368,156.933,5.80276,4.52165,0.714629,5.63156,24.7538,7.10563,0.237618,0.301213,0.403451,0.704665,0.305517,0.0745714,0.286455,0.260325,0.165833,6.30091,0.307949,,,62.0299,-2.05582,0.48,1.14037,1.14037,2.1902,-3.3091331720352173,6.223401516675949,92.9018,580.4,4.499224806,580.4,4.499224806,253.11000061035156,0.0,SS,/players/trevor-story/12564/stats?position=SS,3,AL,Trevor Story,596115,12564,12564
PHI,Phillies,135.0,526.751,575.472,141.876,97.879,27.6238,1.11292,15.2602,66.5794,71.1322,37.6267,0.657672,87.7447,4.57301,5.9803,0.540318,13.0293,3.23137,1.26294,0.269341,0.32017,0.41292,0.733089,0.318263,0.0653842,0.152474,0.428821,0.143579,3.20343,0.294642,,,71.062,3.74448,-0.89,-0.965594,-0.965594,2.16228,1.2985321283340454,0.49888885021209717,103.29,628.0,4.651851851,628.0,4.651851851,164.69000244140625,0.01898734,3B,/players/alec-bohm/21618/stats?position=3B,26,NL,Alec Bohm,664761,21618,21618
HOU,Astros,141.0,530.4,600.127,125.2,72.5265,23.4769,0.550134,28.6463,76.796,82.3878,56.8205,1.70152,137.202,7.6661,4.60113,0.639326,9.90461,4.5958,1.6705,0.236048,0.316414,0.444412,0.760826,0.328699,0.0946808,0.228622,0.414137,0.208364,3.23592,0.261554,,,79.1471,8.94538,1.32,-0.82534,-0.82534,2.16106,10.538585364818573,-9.652222275733948,116.549,713.9,5.063120567,713.9,5.063120567,110.98999786376953,0.0,1B,/players/christian-walker/13419/stats?position=1B,21,AL,Christian Walker,572233,13419,13419
MIN,Twins,91.0,313.965,353.04,74.2804,45.0985,13.9468,0.554088,14.681,42.0496,44.1254,27.5577,0.454733,81.8934,6.88396,2.31333,2.31967,6.13103,1.54379,0.644017,0.236588,0.309997,0.424819,0.734815,0.319375,0.0780584,0.231966,0.336507,0.188231,3.08076,0.271271,,,43.9108,2.61288,1.71,-0.576249,-0.576249,2.15493,3.108269155025482,5.969006061553955,109.121,393.7,4.326373626,393.7,4.326373626,232.5800018310547,0.27131783,C,/players/ryan-jeffers/24618/stats?position=C,8,AL,Ryan Jeffers,680777,24618,24618
TOR,Blue Jays,123.0,465.034,525.326,117.98,76.5804,20.5337,1.70074,19.1653,71.1735,63.8188,48.7035,0.753407,100.429,5.74413,3.18913,0.667516,10.2635,12.7307,3.89405,0.253702,0.329897,0.42881,0.758707,0.330409,0.0927109,0.191175,0.484953,0.175108,5.00416,0.283438,,,70.0052,8.55353,-1.23,-0.0591521,-0.0591521,2.13288,10.492961391806602,-7.381829738616943,117.555,625.2,5.082926829,625.2,5.082926829,242.92999267578125,0.14375,OF,/players/george-springer/12856/stats?position=OF,14,AL,George Springer,543807,12856,12856
NYM,Mets,123.0,454.087,528.416,111.585,72.3401,21.5313,2.60021,15.1133,67.2784,56.7502,61.3917,1.3113,113.491,8.18572,3.0752,1.6758,10.1169,5.10703,1.40793,0.245735,0.343931,0.404452,0.748384,0.329639,0.116181,0.214776,0.54094,0.158718,4.28424,0.293621,,,70.0896,8.27653,0.68,-0.658538,-0.658538,2.08697,8.851416230201721,-6.218148052692413,115.05,608.8,4.949593495,608.8,4.949593495,193.07000732421875,0.02139037,OF,/players/brandon-nimmo/12927/stats?position=OF,25,NL,Brandon Nimmo,607043,12927,12927
PHI,Phillies,130.0,501.601,556.717,126.896,88.3423,23.0423,3.75446,11.7569,71.2174,54.9796,46.4931,1.41652,96.6082,3.0397,4.43971,1.14322,8.31502,24.4741,5.48482,0.252982,0.317561,0.384205,0.701766,0.306983,0.083513,0.173532,0.481254,0.131223,6.34633,0.28953,,,63.6915,-1.43223,0.9,1.59644,1.59644,2.08618,-1.2678996324539185,2.9522916078567505,95.6974,590.1,4.539230769,590.1,4.539230769,172.64999389648438,0.00609756,2B,/players/bryson-stott/26294/stats?position=2B,26,NL,Bryson Stott,681082,26294,26294
ARI,Diamondbacks,122.0,448.074,521.522,107.681,78.169,18.6084,2.74281,8.16072,62.1906,41.5472,50.3108,1.03144,83.1046,5.36784,3.98366,13.7857,10.2893,15.8492,4.19247,0.240319,0.321741,0.348731,0.670471,0.298356,0.0964691,0.15935,0.605391,0.108411,5.5716,0.275838,,,56.044,-4.96267,3.34,0.423622,0.423622,2.04495,-6.532464325428009,8.988147974014282,88.846,488.4,4.003278688,488.4,4.003278688,430.2699890136719,0.0,SS,/players/geraldo-perdomo/22799/stats?position=SS,15,NL,Geraldo Perdomo,672695,22799,22799
CHW,White Sox,136.0,524.879,579.023,134.94,81.6697,27.0755,0.447204,25.7478,69.0463,82.8302,40.4514,0.472761,115.194,8.36502,4.73152,0.596573,11.8823,0.0633727,0.0234835,0.257088,0.317683,0.457541,0.775224,0.333993,0.0698614,0.198945,0.35116,0.200452,1.69061,0.280939,,,78.8312,11.0982,-0.09,-1.02296,-1.02296,2.02069,11.04630970954895,-10.81446060538292,118.217,697.7,5.130147058,697.7,5.130147058,269.1700134277344,0.17391304,1B/OF,/players/andrew-vaughn/26197/stats?position=1B/OF,4,AL,Andrew Vaughn,683734,26197,26197
BOS,Red Sox,102.0,381.685,434.531,94.5109,53.6232,21.2036,1.6767,18.0074,59.1423,58.8634,46.5793,1.69077,109.123,3.37676,2.52433,0.36518,5.68674,8.82661,2.77091,0.247615,0.332746,0.453489,0.786235,0.339485,0.107194,0.251129,0.42685,0.205874,4.97852,0.297587,,,61.08,10.2494,1.3,-0.161061,-0.161061,2.00969,8.189758747816086,-3.2397210597991943,116.796,550.2,5.394117647,550.2,5.394117647,331.239990234375,0.00684932,OF,/players/wilyer-abreu/23772/stats?position=OF,3,AL,Wilyer Abreu,677800,23772,23772
MIL,Brewers,122.0,444.002,515.796,115.421,75.258,22.0524,2.12558,15.9854,69.6554,61.6716,64.3378,3.94527,114.394,3.31743,2.91956,1.21853,11.5812,22.0997,5.16171,0.259957,0.355781,0.427208,0.782988,0.341088,0.124735,0.221782,0.562421,0.167251,5.70928,0.314132,,,73.1683,12.8315,-0.25,1.23262,1.23262,1.99863,12.871403455734253,-10.67381763458252,118.87,654.4,5.363934426,654.4,5.363934426,112.05000305175781,0.42045455,OF,/players/christian-yelich/11477/stats?position=OF,23,NL,Christian Yelich,592885,11477,11477
BAL,Orioles,104.0,388.947,437.633,94.0017,61.3135,18.5983,3.06909,11.0208,54.5791,45.3666,43.1511,1.48282,115.118,2.55506,2.40942,0.571035,8.18647,8.93811,2.14591,0.241683,0.319652,0.390286,0.709939,0.310883,0.0986011,0.263046,0.374843,0.148604,5.63292,0.312879,,,51.4415,0.248034,0.09,0.085575,0.085575,1.9803,2.6376458182930946,1.9242150485515594,105.097,462.5,4.447115384,462.5,4.447115384,206.38999938964844,0.01388889,2B,/players/jackson-holliday/31781/stats?position=2B,2,AL,Jackson Holliday,702616,31781,31781
KCR,Royals,137.0,496.158,547.13,124.208,77.2676,23.8105,0.0,23.1294,61.0255,83.0397,30.5828,3.51264,117.814,9.32907,5.31268,0.487066,9.30168,0.00460704,0.00477641,0.250338,0.303149,0.438179,0.741328,0.317505,0.0558969,0.215332,0.259585,0.187841,1.35057,0.280362,,,67.2283,3.22618,-0.55,-0.89812,-0.89812,1.96625,0.768183708190918,0.0015297532081604004,102.662,604.2,4.410218978,604.2,4.410218978,74.0199966430664,0.14044944,C,/players/salvador-perez/7304/stats?position=C,7,AL,Salvador Perez,521692,7304,7304
WSN,Nationals,129.0,474.783,539.844,123.174,77.1152,24.7897,2.55125,18.7174,73.0186,66.3522,57.7782,1.76916,151.666,3.7433,3.08941,0.450319,9.90045,18.2998,4.57711,0.259431,0.342412,0.440661,0.783073,0.340021,0.107028,0.280945,0.380956,0.181229,5.78649,0.339707,,,76.1163,12.9664,-5.03,0.725992,0.725992,1.96618,12.919119954109192,-11.83555555343628,118.888,688.2,5.33488372,688.2,5.33488372,53.29999923706055,0.02173913,OF,/players/james-wood/29518/stats?position=OF,24,NL,James Wood,695578,29518,29518
CHC,Cubs,128.0,496.925,546.003,135.015,106.225,21.8286,2.96451,3.99713,67.1627,47.9879,35.2356,0.559304,58.1576,9.07499,3.8264,0.941404,11.5298,29.0593,8.12368,0.271702,0.329001,0.351692,0.680693,0.301891,0.0645336,0.106515,0.605863,0.0799899,6.23012,0.298722,,,60.2284,-3.64203,0.47,1.33804,1.33804,1.96105,-1.6615935564041138,2.4907178580760956,95.4058,542.2,4.2359375,542.2,4.2359375,203.32000732421875,0.0,2B/SS,/players/nico-hoerner/21479/stats?position=2B/SS,17,NL,Nico Hoerner,663538,21479,21479
TEX,Rangers,128.0,497.212,539.668,123.83,79.0985,23.7449,1.95008,19.0365,64.2782,65.5763,32.3823,0.789864,139.17,5.92089,3.53884,0.614312,8.63623,3.99563,1.49602,0.249049,0.300774,0.419509,0.720282,0.311524,0.0600041,0.25788,0.232682,0.17046,3.81834,0.305927,,,63.7135,0.584172,-1.57,-0.727124,-0.727124,1.95838,1.0885463953018188,-0.14594042301177979,102.94,575.8,4.4984375,575.8,4.4984375,207.57000732421875,0.11764706,3B,/players/josh-jung/26299/stats?position=3B,13,AL,Josh Jung,673962,26299,26299
STL,Cardinals,142.0,556.534,607.703,136.673,95.4284,24.778,4.01502,12.4517,69.9807,58.4268,39.6155,0.0548391,114.581,3.71077,4.27201,3.57048,9.94115,16.0945,4.21757,0.245579,0.297947,0.371651,0.669598,0.293112,0.065189,0.188547,0.345744,0.126072,5.69588,0.286374,,,62.7404,-8.34759,0.13,0.416081,0.416081,1.95354,-7.9997067749500275,6.704074263572693,88.4191,569.5,4.01056338,569.5,4.01056338,157.3800048828125,0.00617284,SS,/players/masyn-winn/27479/stats?position=SS,28,NL,Masyn Winn,691026,27479,27479
TEX,Rangers,77.0,272.519,298.084,61.7724,39.1896,11.7988,0.4038,10.3802,31.7828,34.9575,21.1969,0.859793,56.5784,1.6572,2.32148,0.306374,5.22093,1.1314,0.448192,0.226672,0.284273,0.3872,0.671473,0.291343,0.0711105,0.189807,0.374647,0.160528,2.63756,0.247218,,,30.3501,-4.51917,7.13,-0.438129,-0.438129,1.93618,-4.277087390422821,13.07135820388794,88.7444,273.9,3.557142857,273.9,3.557142857,307.239990234375,0.11267606,C,/players/jonah-heim/16930/stats?position=C,13,AL,Jonah Heim,641680,16930,16930
KCR,Royals,125.0,478.61,525.75,127.158,91.3675,24.5512,2.90177,8.33781,68.8062,50.2251,37.9927,0.0474121,93.232,1.7034,4.16823,3.27555,10.6109,24.7298,7.92866,0.265682,0.319354,0.381368,0.700722,0.307099,0.0722638,0.177332,0.407507,0.115685,6.10583,0.311694,,,60.1978,-1.3034,1.21,0.700774,0.700774,1.92966,-2.1015477180480957,3.230870008468628,95.3416,542.1,4.3368,542.1,4.3368,206.8800048828125,0.00543478,3B,/players/maikel-garcia/22715/stats?position=3B,7,AL,Maikel Garcia,672580,22715,22715
WSN,Nationals,116.0,449.281,483.63,121.449,83.1076,22.7672,1.7567,13.8173,57.6557,60.2033,27.4638,1.77157,77.2797,1.51565,4.38801,0.981788,9.65518,14.5626,4.66444,0.270318,0.311672,0.421075,0.732748,0.315563,0.0567867,0.159791,0.355382,0.150757,5.05639,0.296855,,,58.6699,2.09572,-1.01,0.152727,0.152727,1.90242,1.5556639432907104,0.7801233530044556,102.426,539.8,4.653448275,539.8,4.653448275,127.55999755859375,0.04137931,2B,/players/luis-garcia-jr/20391/stats?position=2B,24,NL,Luis García Jr.,671277,20391,20391
DET,Tigers,104.0,395.845,439.619,101.474,57.4564,19.794,2.9345,21.2887,58.2823,63.8918,34.1673,2.06267,104.75,5.77374,3.392,0.399668,6.93668,4.14826,1.30692,0.256346,0.321998,0.482518,0.804516,0.343323,0.0777202,0.238276,0.326178,0.226172,4.76644,0.293504,,,63.1532,11.7275,-0.27,-0.452083,-0.452083,1.89713,12.868801832199097,-9.178570300340652,126.482,566.9,5.450961538,566.9,5.450961538,191.8800048828125,0.38541667,DH/OF,/players/kerry-carpenter/25961/stats?position=DH/OF,6,AL,Kerry Carpenter,681481,25961,25961
MIN,Twins,127.0,472.703,529.076,116.747,78.4962,21.9812,3.39141,12.8782,68.0128,50.3502,39.2919,1.13564,121.932,11.6383,3.51811,1.92452,8.14968,19.4263,5.6407,0.246977,0.318081,0.389558,0.70764,0.31035,0.0742652,0.230461,0.322246,0.142581,6.21224,0.304233,,,61.963,0.0726592,-0.62,0.588221,0.588221,1.85885,2.2668718695640564,-1.9342701435089111,102.773,557.6,4.390551181,557.6,4.390551181,228.25,0.0,OF,/players/willi-castro/17338/stats?position=OF,8,AL,Willi Castro,650489,17338,17338
CHW,White Sox,99.0,367.83,420.037,92.4545,66.7793,17.5603,1.2745,6.84033,47.6886,38.7021,42.6722,0.515524,69.5098,6.19039,2.53083,0.813693,10.0594,6.97175,1.4877,0.251351,0.337092,0.36181,0.698903,0.311588,0.101592,0.165485,0.613903,0.110459,4.5032,0.291194,,,49.6116,0.476487,0.0,-0.116803,-0.116803,1.85642,1.0641297325491905,2.8858025074005127,102.457,428.4,4.327272727,428.4,4.327272727,999.0,0.0,2B,/players/chase-meidroth/31580/stats?position=2B,4,AL,Chase Meidroth,805367,31580,31580
PHI,Phillies,122.0,453.22,518.221,107.731,69.6334,20.5758,3.07647,14.4453,67.2958,53.647,56.2406,1.78071,155.622,3.51288,2.90655,2.34042,7.13727,15.9578,4.09148,0.237701,0.324658,0.392294,0.716952,0.314659,0.108526,0.3003,0.361393,0.154593,6.06352,0.326106,,,62.4892,1.86873,-0.19,0.527359,0.527359,1.83415,1.0630095601081848,-0.538651168346405,100.864,560.6,4.595081967,560.6,4.595081967,309.3299865722656,0.0,OF,/players/brandon-marsh/20202/stats?position=OF,26,NL,Brandon Marsh,669016,20202,20202
SEA,Mariners,88.0,317.781,368.943,67.1053,38.9635,13.5847,1.58232,12.9748,51.1614,36.3651,38.9402,0.400664,104.999,9.08729,1.93474,1.14688,3.07562,24.4012,7.39103,0.211169,0.313079,0.386364,0.699443,0.309271,0.105545,0.284595,0.370861,0.175195,6.85638,0.268316,,,42.8884,-0.269769,1.16,1.20342,1.20342,1.82194,4.4612895250320435,0.8607741594314575,107.717,401.4,4.561363636,401.4,4.561363636,360.739990234375,0.01117318,2B/OF,/players/dylan-moore/18042/stats?position=2B/OF,11,AL,Dylan Moore,664238,18042,18042
ATH,Athletics,113.0,419.994,466.292,102.607,58.3779,19.8781,1.53099,22.8204,59.4507,63.8872,38.301,1.73503,119.632,4.09689,3.4167,0.48375,9.10022,1.06823,0.327926,0.244307,0.311298,0.461932,0.77323,0.331337,0.0821396,0.25656,0.320158,0.217625,2.97943,0.283982,,,62.4866,7.94061,-0.23,-0.700838,-0.700838,1.81603,10.412802934646606,-8.39845322072506,120.83,570.3,5.046902654,570.3,5.046902654,269.05999755859375,0.0,1B,/players/tyler-soderstrom/27467/stats?position=1B,10,AL,Tyler Soderstrom,691016,27467,27467
LAA,Angels,102.0,395.266,436.055,89.4993,50.2649,16.7302,1.21755,21.2866,57.4159,58.1598,32.3226,1.28487,127.886,5.78705,2.20923,0.469351,5.44166,12.0035,3.62657,0.226428,0.29296,0.436476,0.729436,0.314133,0.0741252,0.29328,0.252745,0.210049,5.34791,0.274716,,,52.3966,1.38775,0.54,0.244567,0.244567,1.80557,1.7346075475215912,1.1881480813026428,102.986,481.4,4.719607843,481.4,4.719607843,285.45001220703125,0.01481481,OF,/players/jo-adell/20220/stats?position=OF,1,AL,Jo Adell,666176,20220,20220
TEX,Rangers,74.0,264.252,288.343,56.1866,33.155,11.1513,0.37158,11.5087,30.7673,34.6993,18.3737,0.0260344,75.9527,1.43972,1.884,1.52408,3.85472,1.0158,0.449076,0.212625,0.265781,0.388293,0.654074,0.283579,0.0637218,0.263411,0.24191,0.175668,2.68078,0.250051,,,27.5564,-6.17332,8.84,-0.396563,-0.396563,1.80153,-5.9118970930576324,13.727654457092285,83.283,253.2,3.421621621,253.2,3.421621621,368.2300109863281,0.0,C,/players/kyle-higashioka/5517/stats?position=C,13,AL,Kyle Higashioka,543309,5517,5517
PIT,Pirates,88.0,303.592,337.758,71.3626,46.6704,13.076,0.501792,11.1143,36.9768,41.3408,24.7965,0.0304759,95.8731,6.99214,1.94249,0.434969,6.67685,0.692041,0.244938,0.235061,0.305794,0.391266,0.69706,0.306065,0.0734151,0.283851,0.258639,0.156205,2.62522,0.303446,,,38.392,-1.11831,3.02,-0.579785,-0.579785,1.79636,-3.37361741065979,9.533915042877197,93.0828,338.3,3.844318181,338.3,3.844318181,258.5799865722656,0.12087912,C,/players/joey-bart/21524/stats?position=C,27,NL,Joey Bart,663698,21524,21524
PIT,Pirates,133.0,493.14,556.136,129.303,84.3536,25.3041,2.60804,17.037,69.2331,68.8012,51.5807,2.59248,125.919,7.48352,3.39236,0.539367,10.6145,8.39722,2.51017,0.262203,0.339035,0.427736,0.766772,0.33333,0.0927483,0.226417,0.409635,0.165534,4.59055,0.317514,,,75.4183,10.3625,-0.65,-0.448643,-0.448643,1.7937,7.155040383338928,-8.283340334892273,111.434,662.6,4.981954887,662.6,4.981954887,98.11000061035156,0.1875,OF,/players/bryan-reynolds/19326/stats?position=OF,27,NL,Bryan Reynolds,668804,19326,19326
MIA,Marlins,126.0,470.72,526.784,128.334,101.738,20.9571,4.01719,1.62116,62.9098,34.8295,43.2851,1.85096,80.773,2.1172,3.69311,6.96799,9.63895,31.1012,6.67426,0.272632,0.334226,0.344554,0.678779,0.300756,0.0821686,0.153332,0.535886,0.0719216,6.54145,0.32323,,,57.627,-3.99518,-1.6,2.37043,2.37043,1.78751,-4.2601847648620605,4.048148036003113,89.4741,522.6,4.147619047,522.6,4.147619047,139.80999755859375,0.01204819,SS,/players/xavier-edwards/22266/stats?position=SS,20,NL,Xavier Edwards,669364,22266,22266
SFG,Giants,129.0,504.277,554.204,129.847,81.3936,24.9638,2.20759,21.2821,72.5477,70.9141,40.1301,1.04002,144.528,5.2189,3.59177,0.986367,10.226,9.16897,2.98637,0.257492,0.316686,0.442361,0.759046,0.327626,0.0724104,0.260785,0.277663,0.184869,4.86538,0.317387,,,72.6123,7.78255,-1.6,-0.367804,-0.367804,1.78119,7.683372497558594,-8.868518471717834,112.149,649.0,5.031007751,649.0,5.031007751,200.07000732421875,0.0647482,OF,/players/heliot-ramos/22515/stats?position=OF,30,NL,Heliot Ramos,671218,22515,22515
TBR,Rays,102.0,381.805,430.206,89.5082,50.1088,17.7532,1.30245,20.3439,57.6655,58.8323,39.7943,0.881814,118.018,4.33987,2.87075,1.39615,6.78692,9.75528,3.47001,0.234435,0.311659,0.447606,0.759265,0.327534,0.0925007,0.274329,0.337189,0.213171,4.89863,0.280798,,,56.3339,6.0093,-0.77,-0.191167,-0.191167,1.76624,8.784950599074364,-6.0477776527404785,118.235,510.5,5.00490196,510.5,5.00490196,267.8699951171875,0.26582278,DH/OF,/players/christopher-morel/21897/stats?position=DH/OF,12,AL,Christopher Morel,666624,21897,21897
CHC,Cubs,74.0,253.409,286.331,59.4229,39.3954,10.5909,0.357476,9.0791,31.2204,35.9995,26.4993,0.0480148,56.0634,3.56936,2.10892,0.393669,5.72322,0.418169,0.167141,0.234494,0.313361,0.386593,0.699954,0.30818,0.0925478,0.195799,0.472667,0.152099,2.11841,0.264445,,,33.0337,-0.460766,2.43,-0.53192,-0.53192,1.75643,-0.6558073908090591,8.1398766040802,99.6382,283.9,3.836486486,283.9,3.836486486,533.52001953125,0.08080808,C,/players/carson-kelly/13620/stats?position=C,17,NL,Carson Kelly,608348,13620,13620
SEA,Mariners,112.0,413.264,468.946,93.8222,59.7591,16.8385,1.1638,16.0608,50.5613,56.7517,46.5977,2.48289,120.292,3.42903,3.91667,0.661924,6.5281,4.09298,1.30885,0.227028,0.307891,0.389995,0.697886,0.304379,0.0993671,0.256517,0.387371,0.162967,3.62424,0.276901,,,52.6673,-2.18902,-1.11,-0.558378,-0.558378,1.7461,1.7364193797111511,-0.4877778887748718,104.277,473.6,4.228571428,473.6,4.228571428,412.9800109863281,0.06299213,2B/SS,/players/jorge-polanco/13152/stats?position=2B/SS,11,AL,Jorge Polanco,593871,13152,13152
